sweep,filename,rpot_ohm,n_maxima,rpot_source,nominal_rpot_ohm,n_branches,n_slopes,unresolved_pct,cluster_pct,mean_T_us,median_T_us,mean_vs_median_pct,mean_ln_abs_fprime,lambda_map_per_s,lambda_map_err_per_s,lambda_map_err_stat,lambda_map_err_width,map_r2_within_branch,lambda_rosenstein_per_s,lambda_rosenstein_err_per_s,rosenstein_fit_r2,rosenstein_status,status,u_r_block_ohm,dt_s,u_lambda_timebase_per_s,lambda_timebase_25ppm_component_per_s,lambda_error_status
forward,trace222.csv,659.37,1369,divider sidecar (R0=992 ohm),,2,1368,1.2,0.0,365.1352,349.5,4.28,1.03755,2841.54,88.91,82.11,31.23,0.873,1863.17,27.44,0.9988,ok,ok,0.21174262027742696,1.000000000001e-06,,0.026892542526150878,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace223.csv,659.28,1367,divider sidecar (R0=992 ohm),,2,1365,1.0,0.1,365.672,352.0,3.74,1.08072,2955.44,87.5,84.11,19.3,0.8765,1908.93,41.94,0.9988,ok,ok,0.19578186772206524,1.000000000001e-06,,0.02755303123410381,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace224.csv,657.88,1345,divider sidecar (R0=992 ohm),,2,1338,1.3,0.4,371.6942,350.0,5.84,1.11572,3001.72,104.11,90.72,48.19,0.8946,1881.05,21.03,0.9991,ok,ok,0.18971663705220027,1.000000000001e-06,,0.02715061809647864,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace225.csv,656.28,1327,divider sidecar (R0=992 ohm),,2,1326,0.4,0.0,376.5445,352.005,6.52,1.23044,3267.71,109.45,91.82,56.04,0.8714,1919.33,25.31,0.9988,ok,ok,0.19505918698219032,1.000000000001e-06,,0.027703142304093112,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace226.csv,655.05,1330,divider sidecar (R0=992 ohm),,2,1328,2.5,0.1,375.9074,353.0,6.09,1.15967,3085.0,91.2,88.55,10.88,0.8953,1808.6,36.14,0.9986,ok,ok,0.19088846271303214,1.000000000001e-06,,0.02610489242140893,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace227.csv,653.58,1315,divider sidecar (R0=992 ohm),,2,1305,0.5,0.7,379.9163,353.0,7.08,1.22934,3235.83,104.53,90.55,47.8,0.9016,1932.82,30.84,0.9989,ok,ok,0.2048460480275669,1.000000000001e-06,,0.027897853682377315,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace228.csv,652.37,1290,divider sidecar (R0=992 ohm),,2,1283,2.2,0.5,387.5469,356.0,8.14,1.24636,3216.03,110.15,94.13,52.57,0.9226,1844.84,19.99,0.9988,ok,ok,0.190023112482672,1.000000000001e-06,,0.026627971765294734,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace229.csv,650.26,1292,divider sidecar (R0=992 ohm),,2,1291,1.9,0.0,386.6096,349.99,9.47,1.18983,3077.6,101.81,93.71,33.24,0.9189,1793.21,42.68,0.9986,ok,ok,0.24815116515635857,1.000000000001e-06,,0.025882756905338224,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace230.csv,648.01,1278,divider sidecar (R0=992 ohm),,2,1277,0.6,0.0,391.2475,348.99,10.8,1.13557,2902.44,139.79,96.77,98.56,0.9196,1743.95,48.49,0.9986,ok,ok,0.20227099030518417,1.000000000001e-06,,0.025171750048831203,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace231.csv,645.4,1293,divider sidecar (R0=992 ohm),,2,1289,0.5,0.2,386.4814,347.0,10.22,1.16453,3013.17,108.48,103.11,25.98,0.9238,1845.6,14.61,0.9989,ok,ok,0.22072739505489633,1.000000000001e-06,,0.026638941420409335,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace232.csv,642.9,1301,divider sidecar (R0=992 ohm),,2,1300,2.0,0.0,384.4315,348.0,9.48,1.11013,2887.72,156.82,101.21,118.14,0.912,1848.04,33.29,0.9988,ok,ok,0.2068214072929259,1.000000000001e-06,,0.0266741597868299,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace233.csv,640.14,1294,divider sidecar (R0=992 ohm),,2,1293,0.5,0.0,386.3248,346.0,10.44,1.09822,2842.74,130.91,92.98,89.95,0.9072,1760.28,33.68,0.9989,ok,ok,0.22142214323810866,1.000000000001e-06,,0.025407453296227865,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace234.csv,638.69,1290,divider sidecar (R0=992 ohm),,2,1284,1.6,0.4,387.4569,349.01,9.92,1.09593,2828.53,190.72,98.52,162.05,0.9316,1713.54,28.8,0.999,ok,ok,0.18842801690828342,1.000000000001e-06,,0.024732819506679785,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace235.csv,637.11,1282,divider sidecar (R0=992 ohm),,2,1277,1.0,0.3,390.1226,348.0,10.8,1.06396,2727.24,180.99,99.0,150.17,0.9238,1716.65,59.79,0.9987,ok,ok,0.19150133663388427,1.000000000001e-06,,0.02477770849010928,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace236.csv,636.17,1290,divider sidecar (R0=992 ohm),,2,1289,1.3,0.0,387.2374,347.0,10.39,1.07358,2772.41,165.07,96.96,132.13,0.9241,1734.66,56.24,0.9986,ok,ok,0.19916396221993427,1.000000000001e-06,,0.025037660448811908,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace237.csv,632.56,1295,divider sidecar (R0=992 ohm),,2,1294,0.7,0.0,386.0456,344.0,10.89,1.06684,2763.5,145.2,93.37,109.45,0.9315,1666.71,38.99,0.9985,ok,ok,0.22419701323545166,1.000000000001e-06,,0.024056886679026033,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace238.csv,627.73,1279,divider sidecar (R0=992 ohm),,2,1278,0.3,0.0,390.8701,342.0,12.5,1.05745,2705.39,124.03,94.81,77.3,0.9209,1656.0,42.29,0.9983,ok,ok,0.22414750106341924,1.000000000001e-06,,0.023902301144450508,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace239.csv,626.45,1286,divider sidecar (R0=992 ohm),,2,1285,0.5,0.0,388.7183,340.0,12.53,1.08448,2789.88,116.43,100.06,55.77,0.9263,1739.55,84.29,0.9984,ok,ok,0.21834541409300076,1.000000000001e-06,,0.02510824151922034,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace240.csv,623.95,1278,divider sidecar (R0=992 ohm),,2,1277,0.9,0.0,391.2584,341.0,12.85,1.07936,2758.69,139.93,98.87,96.74,0.9109,1719.3,33.26,0.9986,ok,ok,0.19741660684189694,1.000000000001e-06,,0.02481595794544309,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace241.csv,621.51,1289,divider sidecar (R0=992 ohm),,2,1288,0.9,0.0,387.9286,340.99,12.1,1.0563,2722.93,166.29,98.07,132.76,0.9184,1702.77,5.24,0.9985,ok,ok,0.23985508068504147,1.000000000001e-06,,0.02457736794670048,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace242.csv,616.85,1289,divider sidecar (R0=992 ohm),,2,1287,1.1,0.1,388.0776,338.0,12.9,0.87713,2260.18,231.19,90.94,211.86,0.9517,1403.64,46.38,0.9975,ok,ok,0.19125293599260804,1.000000000001e-06,,0.020259798296133162,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace243.csv,613.82,1296,divider sidecar (R0=992 ohm),,2,1295,0.3,0.0,385.6649,339.0,12.1,0.97859,2537.41,172.62,90.59,145.73,0.9435,1557.87,42.91,0.998,ok,ok,0.20060988093315552,1.000000000001e-06,,0.02248591659656106,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace244.csv,610.32,1287,divider sidecar (R0=992 ohm),,2,1286,0.8,0.0,388.577,337.0,13.27,0.92658,2384.55,178.26,88.67,153.56,0.9443,1519.09,86.81,0.9979,ok,ok,0.16442239412617937,1.000000000001e-06,,0.021926175510581715,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace245.csv,606.81,1288,divider sidecar (R0=992 ohm),,2,1287,0.2,0.0,388.1531,336.0,13.44,1.03651,2670.38,104.64,94.89,39.06,0.9344,1596.87,71.29,0.9981,ok,ok,0.21143843715865832,1.000000000001e-06,,0.023048833109020943,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace246.csv,602.83,1291,divider sidecar (R0=992 ohm),,2,1290,0.5,0.0,387.431,336.0,13.27,0.97127,2506.94,146.88,89.82,114.66,0.939,1506.82,41.01,0.9979,ok,ok,0.21212464074394224,1.000000000001e-06,,0.0217490733155078,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace247.csv,601.28,1296,divider sidecar (R0=992 ohm),,2,1295,0.7,0.0,386.0324,337.01,12.7,1.00397,2600.73,151.72,92.22,118.92,0.9327,1606.52,53.9,0.9978,ok,ok,0.19834787127913336,1.000000000001e-06,,0.023188118861462943,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace248.csv,597.84,1289,divider sidecar (R0=992 ohm),,2,1288,0.6,0.0,387.9565,335.0,13.65,0.92969,2396.39,188.53,90.85,164.15,0.9399,1501.68,69.24,0.998,ok,ok,0.22007560353013697,1.000000000001e-06,,0.021674883805916936,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace249.csv,594.41,1302,divider sidecar (R0=992 ohm),,2,1300,1.5,0.1,383.5849,334.0,12.93,0.85458,2227.88,172.13,90.97,145.16,0.9524,1362.32,62.57,0.997,ok,ok,0.24032630591861243,1.000000000001e-06,,0.019663395468060275,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace250.csv,591.32,1308,divider sidecar (R0=992 ohm),,2,1307,1.0,0.0,382.088,331.0,13.37,0.83121,2175.45,157.85,91.27,127.74,0.9536,1316.42,78.99,0.9972,ok,ok,0.20691530485184756,1.000000000001e-06,,0.019000886034165183,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace251.csv,589.56,1305,divider sidecar (R0=992 ohm),,2,1301,1.3,0.2,382.9256,333.0,13.04,0.82484,2154.06,182.74,87.02,159.89,0.9661,1382.06,45.81,0.9976,ok,ok,0.20975309407324474,1.000000000001e-06,,0.019948317825905355,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace252.csv,587.25,1303,divider sidecar (R0=992 ohm),,2,1302,0.7,0.0,383.6144,333.0,13.19,0.90817,2367.4,159.13,89.74,130.2,0.9422,1481.49,37.02,0.9975,ok,ok,0.22762592450358557,1.000000000001e-06,,0.02138346625754347,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace253.csv,584.11,1303,divider sidecar (R0=992 ohm),,2,1301,1.0,0.1,383.6444,331.0,13.72,0.87339,2276.57,177.73,91.21,151.54,0.9315,1486.86,30.19,0.9978,ok,ok,0.22754376371159837,1.000000000001e-06,,0.021460975531182175,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace254.csv,582.06,1310,divider sidecar (R0=992 ohm),,2,1306,0.8,0.2,381.8655,332.0,13.06,0.87599,2293.98,192.12,83.24,172.32,0.943,1426.08,29.2,0.997,ok,ok,0.2594048662029391,1.000000000001e-06,,0.02058369179714854,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace255.csv,579.6,1305,divider sidecar (R0=992 ohm),,2,1303,1.0,0.1,383.0314,332.0,13.32,0.90709,2368.17,185.22,92.22,159.64,0.9341,1489.89,44.69,0.9975,ok,ok,0.20529802588101012,1.000000000001e-06,,0.021504709814073292,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace256.csv,577.1,1305,divider sidecar (R0=992 ohm),,2,1302,1.3,0.2,383.066,332.0,13.33,0.90606,2365.28,178.48,90.81,152.61,0.9315,1508.35,38.49,0.9977,ok,ok,0.24756653660569852,1.000000000001e-06,,0.0217711569633043,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace257.csv,575.47,1300,divider sidecar (R0=992 ohm),,2,1299,0.2,0.0,384.6613,332.0,13.69,0.92635,2408.22,198.88,78.96,181.59,0.939,1455.66,82.06,0.9973,ok,ok,0.24048400761204353,1.000000000001e-06,,0.02101064232121427,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace258.csv,571.89,1320,divider sidecar (R0=992 ohm),,2,1318,1.4,0.1,378.6793,330.0,12.86,0.81359,2148.5,236.91,89.77,218.66,0.9486,1322.67,52.34,0.9966,ok,ok,0.26316492673523273,1.000000000001e-06,,0.019091097013726063,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace259.csv,569.32,1331,divider sidecar (R0=992 ohm),,2,1329,1.1,0.1,375.688,331.0,11.89,0.729,1940.44,328.42,84.74,317.0,0.9713,1231.04,26.14,0.9968,ok,ok,0.26443601370142955,1.000000000001e-06,,0.017768531884579924,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace260.csv,567.59,1342,divider sidecar (R0=992 ohm),,2,1339,0.4,0.1,372.5056,328.99,11.68,0.65518,1758.84,302.37,82.08,290.75,0.9742,1123.62,104.77,0.9962,ok,ok,0.24516525526165203,1.000000000001e-06,,0.016218057736671183,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace261.csv,563.95,1335,divider sidecar (R0=992 ohm),,2,1333,3.3,0.1,374.2331,328.0,12.35,0.61722,1649.29,444.47,100.41,432.82,0.964,1205.83,37.59,0.9955,ok,ok,0.2637212188910834,1.000000000001e-06,,0.017404656877423163,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace262.csv,562.24,1325,divider sidecar (R0=992 ohm),,2,1323,2.7,0.1,377.3089,329.0,12.8,0.65307,1730.86,378.15,96.84,365.31,0.9629,1257.26,101.11,0.9964,ok,ok,0.3046764726438549,1.000000000001e-06,,0.018146984986033725,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace263.csv,559.98,1328,divider sidecar (R0=992 ohm),,2,1315,1.7,0.9,376.4778,327.0,13.14,0.57286,1521.62,365.59,85.68,355.21,0.9725,1097.1,45.24,0.9954,ok,ok,0.27511713124519116,1.000000000001e-06,,0.015835274508198462,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace264.csv,559.08,1325,divider sidecar (R0=992 ohm),,2,1321,0.6,0.2,377.2711,328.99,12.8,0.69694,1847.32,306.45,76.04,296.54,0.9718,1179.48,24.98,0.9952,ok,ok,0.232756681269392,1.000000000001e-06,,0.017024327387594497,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace265.csv,557.89,1319,divider sidecar (R0=992 ohm),,2,1317,1.4,0.1,379.1768,329.0,13.23,0.72611,1914.97,254.16,82.82,239.85,0.9658,1320.99,37.4,0.9958,ok,ok,0.26985965005037404,1.000000000001e-06,,0.019066848302420093,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace266.csv,555.99,1318,divider sidecar (R0=992 ohm),,2,1308,0.3,0.7,379.2278,328.0,13.51,0.67351,1776.0,231.89,85.16,215.22,0.9717,1195.24,10.1,0.9949,ok,ok,0.2672339849214312,1.000000000001e-06,,0.01725180339365521,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace267.csv,554.45,1314,divider sidecar (R0=992 ohm),,2,1303,2.6,0.8,380.3069,328.0,13.75,0.6256,1644.99,319.69,95.19,304.9,0.9586,1246.9,26.79,0.9951,ok,ok,0.2489543412738247,1.000000000001e-06,,0.01799745126631361,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace268.csv,553.38,1301,divider sidecar (R0=992 ohm),,2,1298,1.8,0.2,384.3654,330.0,14.14,0.83771,2179.45,175.4,98.1,144.35,0.9364,1480.6,63.95,0.9974,ok,ok,0.2524450968934595,1.000000000001e-06,,0.021370620214054,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace269.csv,551.2,1319,divider sidecar (R0=992 ohm),,2,1313,0.3,0.4,378.8756,328.0,13.43,0.77267,2039.37,199.72,84.1,180.45,0.9485,1317.9,71.77,0.9957,ok,ok,0.23540542747517837,1.000000000001e-06,,0.019022247994125198,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace270.csv,549.34,1300,divider sidecar (R0=992 ohm),,2,1299,0.4,0.0,384.7313,330.0,14.23,0.90985,2364.89,175.48,86.56,151.5,0.9372,1495.05,43.11,0.9972,ok,ok,0.2599628955654637,1.000000000001e-06,,0.02157918799879875,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace271.csv,546.39,1318,divider sidecar (R0=992 ohm),,2,1314,1.8,0.2,379.0569,332.0,12.41,0.77732,2050.66,215.2,84.03,197.53,0.9545,1428.0,63.83,0.9966,ok,ok,0.2629684524344637,1.000000000001e-06,,0.020611404610069644,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace272.csv,544.13,1313,divider sidecar (R0=992 ohm),,2,1312,0.7,0.0,380.622,329.0,13.56,0.84608,2222.88,193.97,82.36,174.77,0.9446,1370.11,23.99,0.9964,ok,ok,0.27204472791136625,1.000000000001e-06,,0.019775834432984953,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace273.csv,541.68,1312,divider sidecar (R0=992 ohm),,2,1310,0.5,0.1,380.9054,334.0,12.31,0.80554,2114.8,237.11,79.59,222.77,0.9675,1391.76,59.33,0.997,ok,ok,0.27200783142848123,1.000000000001e-06,,0.02008832526618384,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace274.csv,540.58,1299,divider sidecar (R0=992 ohm),,3,1273,0.5,1.9,385.0632,331.0,14.04,0.76888,1996.75,363.31,70.3,356.08,0.9707,1202.25,31.64,0.9977,ok,ok,0.26472952862935223,1.000000000001e-06,,0.017352984028330694,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace275.csv,540.8,1282,divider sidecar (R0=992 ohm),,3,1245,1.1,2.8,389.9555,334.0,14.35,0.7437,1907.14,730.45,88.44,724.91,0.9757,1056.84,72.25,0.998,ok,ok,0.2530942632565879,1.000000000001e-06,,0.015254171462259103,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace276.csv,538.92,1300,divider sidecar (R0=992 ohm),,2,1287,3.3,0.9,384.4888,330.0,14.17,0.82744,2152.05,250.31,88.28,233.59,0.9475,1417.27,41.29,0.9971,ok,ok,0.2743803649006429,1.000000000001e-06,,0.020456530400359524,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace277.csv,536.71,1322,divider sidecar (R0=992 ohm),,2,1301,2.2,1.5,378.193,328.0,13.27,0.81506,2155.15,174.14,79.03,154.29,0.9498,1354.15,70.05,0.9967,ok,ok,0.2614159679451844,1.000000000001e-06,,0.019545471675578296,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace278.csv,535.46,1335,divider sidecar (R0=992 ohm),,2,1325,3.4,0.7,374.4618,326.0,12.94,0.6746,1801.51,253.48,87.99,237.31,0.9605,1243.76,88.23,0.9952,ok,ok,0.2882905495573026,1.000000000001e-06,,0.017952129270182225,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace279.csv,534.06,1323,divider sidecar (R0=992 ohm),,2,1319,3.0,0.2,378.0938,328.0,13.25,0.7448,1969.89,129.48,82.89,98.24,0.9473,1345.74,33.63,0.9958,ok,ok,0.3012151779258106,1.000000000001e-06,,0.019424083781481177,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace280.csv,533.31,1325,divider sidecar (R0=992 ohm),,2,1310,0.8,1.1,377.2779,326.0,13.59,0.74612,1977.64,100.98,74.69,66.07,0.9621,1196.44,89.98,0.9943,ok,ok,0.23174375782216766,1.000000000001e-06,,0.0172691239017309,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace281.csv,532.33,1332,divider sidecar (R0=992 ohm),,2,1316,0.9,1.1,375.3501,327.0,12.88,0.755,2011.45,80.08,76.92,15.65,0.956,1248.82,57.88,0.9946,ok,ok,0.30083309852287443,1.000000000001e-06,,0.018025164079234712,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace282.csv,530.55,1358,divider sidecar (R0=992 ohm),,2,1342,0.5,1.1,368.311,326.99,11.22,0.63922,1735.54,113.28,82.53,76.55,0.9716,1139.56,106.9,0.9948,ok,ok,0.24399231161462898,1.000000000001e-06,,0.01644813181894325,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace283.csv,529.45,1403,divider sidecar (R0=992 ohm),,2,1383,2.5,1.4,356.2689,325.0,8.78,0.27985,785.51,328.84,97.53,314.0,0.9872,711.08,60.94,0.988,ok,ok,0.2445577634776722,1.000000000001e-06,,0.010263555735383978,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace284.csv,530.31,1433,divider sidecar (R0=992 ohm),,3,1421,6.8,0.8,348.9413,324.0,7.15,-0.20112,-576.38,699.17,127.83,687.38,0.998,433.7,46.37,0.9763,ok,ok,0.2537237686182068,1.000000000001e-06,,0.0062599202936885175,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace285.csv,529.19,1362,divider sidecar (R0=992 ohm),,2,1351,3.0,0.7,366.9265,326.0,11.15,0.53417,1455.8,222.38,85.35,205.06,0.9699,1011.49,24.42,0.993,ok,ok,0.2636691754209649,1.000000000001e-06,,0.014599600594565365,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace286.csv,526.25,1300,divider sidecar (R0=992 ohm),,2,1296,2.5,0.2,384.505,330.0,14.18,0.80203,2085.88,264.97,82.94,251.03,0.952,1465.88,66.71,0.9965,ok,ok,0.2889616011883832,1.000000000001e-06,,0.02115815531499222,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace287.csv,524.72,1303,divider sidecar (R0=992 ohm),,2,1302,1.4,0.0,383.8011,335.0,12.72,0.88981,2318.43,235.37,79.01,221.0,0.9531,1542.26,36.2,0.9975,ok,ok,0.2385771207721259,1.000000000001e-06,,0.022260605654009807,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace288.csv,521.8,1291,divider sidecar (R0=992 ohm),,2,1284,1.3,0.5,387.486,336.0,13.29,0.83387,2152.0,190.89,89.93,167.36,0.9439,1568.83,61.65,0.9975,ok,ok,0.2429519112762639,1.000000000001e-06,,0.022644110570319016,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace289.csv,518.39,1289,divider sidecar (R0=992 ohm),,2,1288,3.1,0.0,387.8921,333.0,14.15,0.77385,1995.01,187.9,95.33,160.9,0.9368,1564.54,25.64,0.9975,ok,ok,0.2989546216574992,1.000000000001e-06,,0.02258218975394843,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace290.csv,515.73,1301,divider sidecar (R0=992 ohm),,2,1292,3.2,0.6,384.1285,333.0,13.31,0.71957,1873.25,307.92,93.27,293.02,0.9546,1491.07,37.82,0.997,ok,ok,0.2668471114578707,1.000000000001e-06,,0.021521741647014384,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace291.csv,514.54,1289,divider sidecar (R0=992 ohm),,2,1271,1.8,1.3,387.7981,332.0,14.39,0.74425,1919.18,331.55,89.26,318.79,0.9531,1503.16,44.49,0.9969,ok,ok,0.2923628645852582,1.000000000001e-06,,0.021696245765876948,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace292.csv,513.38,1278,divider sidecar (R0=992 ohm),,2,1256,6.1,1.6,391.2725,332.0,15.15,0.62726,1603.12,461.48,94.44,451.39,0.9583,1413.28,28.48,0.9958,ok,ok,0.2837220307329505,1.000000000001e-06,,0.02039893971100786,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace293.csv,512.51,1293,divider sidecar (R0=992 ohm),,2,1279,2.2,1.0,386.1633,329.0,14.8,0.49766,1288.74,355.79,89.0,344.2,0.9646,1290.38,39.62,0.9942,ok,ok,0.28900958659752823,1.000000000001e-06,,0.018625031008922734,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace294.csv,510.58,1302,divider sidecar (R0=992 ohm),,2,1279,0.6,1.7,384.1138,329.0,14.35,0.62057,1615.59,228.33,85.95,210.81,0.9519,1312.96,41.24,0.9947,ok,ok,0.30999132391238227,1.000000000001e-06,,0.01895094523588028,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace295.csv,508.99,1324,divider sidecar (R0=992 ohm),,2,1312,6.9,0.8,377.5518,328.0,13.12,0.46783,1239.11,332.26,101.78,316.08,0.9613,1309.55,63.7,0.9949,ok,ok,0.31156380134968625,1.000000000001e-06,,0.01890172612543186,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace296.csv,507.55,1286,divider sidecar (R0=992 ohm),,2,1275,5.7,0.8,388.8949,329.0,15.4,0.42488,1092.52,363.13,101.35,348.41,0.9667,1319.6,25.53,0.995,ok,ok,0.3374764496689036,1.000000000001e-06,,0.019046785380565753,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace297.csv,506.07,1309,divider sidecar (R0=992 ohm),,2,1296,8.8,0.9,381.9748,332.0,13.08,0.46134,1207.78,355.45,124.98,332.59,0.9395,1477.73,63.95,0.9965,ok,ok,0.28084191731012226,1.000000000001e-06,,0.021329195332239644,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace298.csv,505.02,1303,divider sidecar (R0=992 ohm),,2,1287,1.9,1.2,383.7273,332.0,13.48,0.66837,1741.78,232.15,112.25,202.45,0.9258,1538.69,41.68,0.9971,ok,ok,0.2585196582075847,1.000000000001e-06,,0.022209077142484632,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace299.csv,503.25,1325,divider sidecar (R0=992 ohm),,2,1317,11.2,0.5,377.2953,330.0,12.54,0.35726,946.9,424.47,116.44,408.09,0.9469,1328.52,56.12,0.9954,ok,ok,0.25081752247063693,1.000000000001e-06,,0.01917553449059504,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace300.csv,501.68,1284,divider sidecar (R0=992 ohm),,2,1265,1.0,1.4,389.3055,332.0,14.72,0.65385,1679.54,164.61,106.24,124.36,0.9341,1515.37,15.93,0.9969,ok,ok,0.2592746435008492,1.000000000001e-06,,0.021872481935547083,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace301.csv,500.62,1281,divider sidecar (R0=992 ohm),,2,1268,1.1,0.9,390.2922,332.0,14.94,0.62905,1611.75,222.59,105.84,195.14,0.9461,1539.08,36.44,0.9974,ok,ok,0.25926202674801174,1.000000000001e-06,,0.02221470630760923,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace302.csv,499.0,1302,divider sidecar (R0=992 ohm),,2,1293,1.2,0.6,384.1076,335.0,12.78,0.6161,1603.98,243.41,106.93,218.3,0.953,1551.2,54.6,0.9971,ok,ok,0.30686061043026386,1.000000000001e-06,,0.02238964343917369,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace303.csv,495.13,1299,divider sidecar (R0=992 ohm),,2,1290,1.5,0.6,384.8536,336.0,12.69,0.66402,1725.39,299.81,94.88,284.07,0.9639,1504.5,60.78,0.997,ok,ok,0.30528464770895325,1.000000000001e-06,,0.0217155869998948,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
