path,rpot_ohm,duration_s,n_maxima,residual_pct,quantum_V,mean_T_us,median_T_us,mean_median_difference_pct,lambda_map_per_s,lambda_map_err_per_s,map_r2,map_coverage,lambda_rosenstein_per_s,lambda_rosenstein_block_sem,rosenstein_fit_r2,rosenstein_fit_sensitivity_per_s
chua/sweep forward/trace105.csv,442.0406668961732,0.49999899999999997,1171,0.9136923667160987,0.04341699999999982,427.11196581196583,414.9999999999987,2.835782366560845,3147.0556769548916,205.2683290009925,0.9037778320156625,1.0,1841.0006946771482,30.53364775576033,0.9991538320695714,"[1875.6003592252903, 1841.0006946771482, 1729.641294592515]"
chua/sweep forward/trace101.csv,546.4949045122188,0.49999899999999997,1284,0.7247688161011259,0.04341699999999982,389.49649259547937,334.00000000000097,14.248265042303107,2342.2376141573263,269.9947536274825,0.9458642800516878,0.995323460639127,1521.4507588023052,48.54346210829273,0.9973601556861815,"[1482.1747647094633, 1521.4507588023052, 1547.2943589148545]"
chua/sweep forward/trace94.csv,650.5846141345263,0.49999899999999997,1320,0.5975100106451416,0.04341699999999982,378.70356330553454,352.9999999999922,6.787251506478412,3218.4761722991657,95.12339779310784,0.8541221834502181,1.0,1916.6021158570509,43.444833329756484,0.9991439750726839,"[1913.2069880404104, 1916.6021158570509, 1912.0313302942016]"
