path,status,n_samples,duration_s,dt_s,n_channels,rpot_ohm,residual_pct,resistance_status,n_maxima,period_samples,f0_hz,quantum_V,clip_pct,peak_status,sha256
chua/comparisons/trace20.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,872.4593606913438,2.482311470195038,ok,595,833,3001.2004802099004,0.04341699999999982,0.4052,ok,ffc83883bfba9551cc9c19936163df502ae37517f972f6bc82fda005b1a1837e
chua/comparisons/trace21.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,868.9780739779644,2.268052232636616,ok,595,837,2986.8578255852412,0.04341699999999982,0.5532,ok,6378c52aac584a1627b3e8f997f684ce29bc3011f70a0186e7fbc1f57bed288f
chua/comparisons/trace22.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,867.0912426943624,2.0509545594368013,ok,594,834,2997.60191848303,0.04341699999999982,0.765,ok,b935bbabac88f66e617925c5f53baedfb9e5e7eebc4690cfceea9e9e75bedcdc
chua/comparisons/trace23.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,866.6762815240562,1.671020994348389,ok,592,841,2972.651605249521,0.04341699999999982,0.304,ok,976cf80b34d6fd64fea770f7b3627024bf0c038ea51152e6a4c6cfc3bffabf8f
chua/comparisons/trace24.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,861.5375204631808,1.4860576369062608,ok,590,843,2965.5990510259157,0.04341699999999982,0.0464,ok,50a8f742d56a89e935d8a90a80f8c1237f24a811fd50b2e59ce1bc0fceae3a33
chua/comparisons/trace25.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,858.4230927493095,1.2916258201166284,ok,588,848,2948.1132075646783,0.04341699999999982,0.1246,ok,f227334d7e0f8a51216c4e2459ce0fa2e0cb463b1a7ee92f764bb2dd8f779e2a
chua/doublescroll 2 - 656.7ohm.csv,ok,499999,0.499998,1.000000000001e-06,3,642.8742046910239,2.3438260267661866,ok,1332,341,2932.551319645161,0.20100479999999998,0.0068000136000272,ok,ce836374cacd2a273d5fd04d098cdcf323ebff65336858e5d96f622da52a9f97
chua/doublescroll end - 316.1ohm.csv,ok,499999,0.499998,1.000000000001e-06,3,315.6318450984347,0.7141826584203667,ok,1402,342,2923.9766081842104,0.20100479999999998,0.006000012000024,ok,8c6c074fa1f119dd6db355d6143eda2c19a63f840381080d27b21c04340a6d8f
chua/doublescroll start - 666.0 ohm.csv,ok,499999,0.499998,1.000000000001e-06,3,654.7657173459495,2.226063768677471,ok,1376,341,2932.551319645161,0.20100479999999998,0.111000222000444,ok,f0586166479019f44bca3a38a8cc6a0ff089bcd211c0aba83a06137dde9a122c
chua/limitcycle1 - 773.0 ohm.csv,ok,499999,0.499998,1.000000000001e-06,3,760.1239843741406,3.4898993996623697,ok,1427,336,2976.1904761875,0.20100490000000004,0.9544019088038176,ok,20050caa3724c92e994d426347f15fc1002e7ed375c3d90b87e4698c9c3d6f7b
chua/limitcycle2 - 764.6 ohm.csv,ok,499999,0.499998,1.000000000001e-06,3,752.13650283721,4.101977231074718,ok,1428,333,3003.003003,0.20100479999999998,1.9202038404076809,ok,f721b0f323a47e7a8798fe6be6456c6163f5b205fcff02d9cf138a52d8c99fed
chua/set 2/sweep back/trace1.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,2.56695561997243,0.29795839050729184,ok,563,857,2917.1528588271262,0.075577,0.1376,ok,98e8c083c4adfe21265c65799983939614cc22d1dd368e20478d34ccaf36f63f
chua/set 2/sweep back/trace2.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,29.605932921733206,0.29731676676469104,ok,562,871,2870.264064310961,0.075577,0.0698,ok,42b48e12e0908e8daeff46460c1ff0aa4b8a2b6656cb8b462f821c23c312a063
chua/set 2/sweep back/trace3.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,58.157821583701576,0.2965292435660618,ok,561,884,2828.054298659329,0.075577,0.0308,ok,55f97faeae93715d5e3b41ab0b247f8583bef2458d663e083bd38722d9ac5c86
chua/set 2/sweep back/trace4.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,90.91523949266475,0.2959237310541826,ok,561,891,2805.836139186136,0.075577,3.0296,ok,c7888184986f7322b9f446174fe8d14703194f7ddac351ee98bafbe75f14b1a3
chua/set 2/sweep back/trace5.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,129.40733164407823,0.29510027350498097,ok,559,891,2805.836139186136,0.075577,1.2286,ok,667ebd842205726b02c986c01d24d7e30d53567504cdf6337221fc3e932b8577
chua/set 2/sweep back/trace6.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,165.78781610965385,0.29403965252430364,ok,558,888,2815.315315332035,0.075577,0.4522,ok,409d7b358b30568feb2b26a8aec7ff4714aa7d67c25099fdbf49065272f6745d
chua/set 2/sweep back/trace7.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,202.74113889512626,0.293773702981056,ok,557,882,2834.467120198239,0.075577,2.7056,ok,00c2b3bbdce9454e628122459c1bccaae749f029e4b4cd1f43e105ab379ebf55
chua/set 2/sweep back/trace8.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,239.60321941192015,0.29515916251291235,ok,556,871,2870.264064310961,0.075577,1.5368,ok,19b3fce0685e4aa0cea04a812e2703f943fbf50f44ae13b9fd0c95ff51ddda51
chua/set 2/sweep back/trace9.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,279.9682686256059,0.29569338695399017,ok,555,890,2808.9887640616257,0.075577,0.5362,ok,e2039c1d9d8eb21abfa1316bd9dc16e49a4d20ac41cb30686ab2b1d623d6cf39
chua/set 2/sweep back/trace10.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,317.8336602208998,0.2987229251452733,ok,554,902,2771.618625293622,0.075577,2.352,ok,0a599da48f63726e7b39ff26d5d11d5280bfcbde92ed9799683e28cee5124628
chua/set 2/sweep back/trace11.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,352.53641637295914,0.2992353219571554,ok,552,903,2768.549280193629,0.075577,1.0444,ok,3253bdd062156cd16f2619e954d8c2e66bdfbfd83870ad4bd793ec0c4f7ce390
chua/set 2/sweep back/trace12.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,385.74706802806236,0.3002110638814101,ok,551,897,2787.0680044758606,0.075577,0.1904,ok,c7fc861cc018bf18a17bd065320df49052d9316d0f024bd9de19b1aed1583354
chua/set 2/sweep back/trace13.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,416.6166594472742,0.30473837571218115,ok,549,875,2857.1428571598253,0.075577,0.027,ok,c7ddffe9f682cb088f994ae9180325ff1e1f9f237f5f4fbe293f52b8765b2e78
chua/set 2/sweep back/trace14.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,449.8728793038667,0.30919188729131186,ok,548,882,2834.467120198239,0.075577,2.6308,ok,a700c3cc002ac5c868e4855fd8cfffd0a241b1689c6ddd4b67d45cc9569f39cb
chua/set 2/sweep back/trace15.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,481.3082593040656,0.3144573245742269,ok,546,913,2738.2256298081566,0.075577,3.1716,ok,537e4e0f1cc9734793a537c724cabebcbeba325e31dbdb195ea8d179a2ba1626
chua/set 2/sweep back/trace16.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,514.5408784401752,0.3179401666900069,ok,544,918,2723.311546857132,0.075577,1.2442,ok,72b944e4466425cdf079e2616c1c977f44c828bee32870e446e52881386cdfb0
chua/set 2/sweep back/trace17.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,538.644284810084,0.31949730175145163,ok,542,913,2738.2256298081566,0.075577,0.2776,ok,c407507bf4e067b5b62c2b0d610848eeb5307713187d202195bb9f59bce90a96
chua/set 2/sweep back/trace18.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,554.7834049939464,0.32339422786083255,ok,540,901,2774.694783590285,0.075577,0.0742,ok,b27f21eaa57157538167c12b4718879efadfd0bf43479fd4692568d6bd9a0fc4
chua/set 2/sweep back/trace19.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,570.2937527929528,0.3256804342410234,ok,539,884,2828.054298659329,0.075577,0.023,ok,ce1581d04c4dad6dd79afa03ea39cee5d0ddac35dd649c16a909f5d39e7bc5c1
chua/set 2/sweep back/trace20.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,588.9925692914542,0.33147564335786267,ok,537,900,2777.7777777942742,0.075577,2.472,ok,2f80f10810a04498a6414ceb6b2633db4e4c7049ce33bac48784a9e778df8796
chua/set 2/sweep back/trace21.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,607.6069426634971,0.3374131483658093,ok,535,929,2691.0656620181344,0.075577,3.51,ok,2a190c5248bdc0e6f5ea6a7febb42c944e00aa577481fe4f3facdcbf23fecae7
chua/set 2/sweep back/trace22.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,627.5699495273367,0.34325088686428357,ok,532,938,2665.2452025744637,0.075577,1.285,ok,a236e07b0b7894f72c59cbd5b1ffc280a9ebfb683ccbd621feee2811b873ac3e
chua/set 2/sweep back/trace23.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,639.4449597940348,0.3474704546871125,ok,530,941,2656.74814029208,0.075577,0.4696,ok,1272e7a3b859c6ff3e429e8236cb594c7472e6a90fa01e3fbd3b82a26b2e9fd8
chua/set 2/sweep back/trace24.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,651.6205299588547,0.3519025083396404,ok,527,923,2708.5590466033013,0.075577,0.0498,ok,98ee3bdca0dd0d5674400f821e8251a0036674266d51a4f00360c2204d8be810
chua/set 2/sweep back/trace25.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,665.0027031973603,0.36254743580353904,ok,524,939,2662.40681577726,0.075577,0.9956,ok,950130c2e779bf969bf2d8700531a6ed7766e6429b2201d2eb850cfb6bdefd79
chua/set 2/sweep back/trace26.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,678.9674105540101,0.36724548199738927,ok,519,961,2601.456815832307,0.075577,1.0354,ok,a5dc47d31a5d0ca8cf9148a73fa1eb7a937e38d22cea5a0a5e9cebda3cd44e41
chua/set 2/sweep back/trace27.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,689.7451758283394,0.3772179757429793,ok,514,950,2631.5789473840496,0.075577,2.4826,ok,9945b352ef69cd68db7bcc62190f1269a3ba07057ca866a7b8a8736e056f82de
chua/set 2/sweep back/trace28.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,693.4208322710846,0.480455866684279,ok,558,871,2870.264064310961,0.02170799999999984,0.0662,ok,f8fdc9edc47c4e99a97c4dd4f7280e1b15c2746b73abd0cb72bc0b15d7142878
chua/set 2/sweep back/trace29.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,709.0880858382865,0.47576642752791093,ok,558,882,2834.467120198239,0.02090399999999981,0.0092,ok,96fc6179ae7257694485c0096ad3570b01cd0352e3529475af6e5773456cb185
chua/set 2/sweep back/trace30.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,720.6484152121728,0.47716953099534454,ok,558,894,2796.4205816720882,0.02090399999999981,0.0152,ok,01ef775a584f93ca64386c813c5c34fac63f4420ddde05c97fde2b9182dd6568
chua/set 2/sweep back/trace31.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,731.5999629721642,0.48083710679967084,ok,561,888,2815.315315332035,0.02090399999999981,0.0244,ok,e33be7ea637b534fc250b1168351a9dd0580bcc266836fa4acef2acc74b4b796
chua/set 2/sweep back/trace32.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,734.1689865177241,0.4688216540378573,ok,561,888,2815.315315332035,0.02090399999999981,0.0086,ok,adb5b739c9fe0f463cdd53994cfcc6cc4f417f395c21c7736950d8c9fa84317c
chua/set 2/sweep back/trace33.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,734.1689865177241,0.4688216540378573,ok,561,888,2815.315315332035,0.02090399999999981,0.0086,ok,adb5b739c9fe0f463cdd53994cfcc6cc4f417f395c21c7736950d8c9fa84317c
chua/set 2/sweep back/trace34.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,734.7930842845669,0.4739145972863396,ok,558,902,2771.618625293622,0.02090399999999981,0.0008,ok,09ba2213375293ca402421b75bdffccf608d44bce411ef3f24aa5cc403869517
chua/set 2/sweep back/trace35.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,742.9225521054256,0.4706336151256131,ok,558,899,2780.8676307172937,0.02090399999999981,0.095,ok,7d21634390f0da55116848bb3217941d15e9f43660f834a522366c88153f2e97
chua/set 2/sweep back/trace36.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,748.9005305447014,0.4683957788942955,ok,560,896,2790.1785714451416,0.02090399999999981,0.0668,ok,bfdf5bf965538e9c1a38da9397be42730e8596bc18cb149c044d26195cdc793a
chua/set 2/sweep back/trace37.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,751.7100442927045,0.4662835878400111,ok,560,897,2787.0680044758606,0.02090399999999981,0.0052,ok,15445c0adeff41955797e62f32f7cb99e270b63e48944b5ee2bafba133e16957
chua/set 2/sweep back/trace38.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,754.1484898455229,0.4693068934099218,ok,560,893,2799.552071685159,0.02090399999999981,0.0092,ok,ef94f5b63ade6f0f055b59faa5068cf1641d8b93222469aeb2b3d34fbdd86655
chua/set 2/sweep back/trace39.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,756.3485781231309,0.46677216581318454,ok,561,892,2802.690582976286,0.02090399999999981,0.0396,ok,ccae488c4989805c3aa7464202fba874e2f67e14b09de83260920e49e0190c22
chua/set 2/sweep back/trace40.csv,ok,500000,0.19999963999999998,3.999999999976245e-07,3,757.7559544782532,0.467720635812338,ok,562,892,2802.690582976286,0.02090399999999981,0.1036,ok,fee7f359fff34076cca0ac120949f2678bfc97cff297b0b87d35f87ddf57fdd8
chua/set 2/sweep back/trace41.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,754.6788969350778,0.4782475303549024,ok,1406,358,2793.296089382681,0.02090399999999981,0.014,ok,25d754b732c7854d686058673ff78ab986d6596fe178087455da33fa5abed3e2
chua/set 2/sweep back/trace42.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,755.506533378917,0.47306328805147463,ok,1408,354,2824.8587570593218,0.02090399999999981,0.177,ok,6791d7e4cadcb0fbf54d86267c607c84130e5987187e75bd394f215882ab62b1
chua/set 2/sweep back/trace43.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,757.1041990799449,0.470194397608629,ok,1408,356,2808.988764042135,0.02090399999999981,0.007,ok,afc3d3ecd9f9fe058da0ba04ef91877092aa56a9861759e33f87e7cba483c5dd
chua/set 2/sweep back/trace44.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,759.073091837893,0.4723733044258883,ok,1409,354,2824.8587570593218,0.02090399999999981,0.0354,ok,7baceae00652eb80d7af2e2ae0d785a571f075218fbffc7d2dc3af7c07722d71
chua/set 2/sweep back/trace45.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,760.5640439647319,0.47305836477615554,ok,1410,353,2832.8611897988667,0.02090399999999981,0.0928,ok,671fa98ab6db060c389e06b32df6cac900604c13ada5b118bd2e7beae0a3d3da
chua/set 2/sweep back/trace46.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,762.4480557503501,0.46874448511596756,ok,1410,356,2808.988764042135,0.02090399999999981,0.4552,ok,4120468aaf522b44a61aafe35c47225a4b87229088dacaac12245af1b5b94644
chua/set 2/sweep back/trace47.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,764.5742000196032,0.46850314159905443,ok,1410,354,2824.8587570593218,0.02090399999999981,0.2084,ok,6f3228777b9413d34745fc1bd24c80d46d960876195a4358d99c97e40bbd526d
chua/set 2/sweep back/trace48.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,768.6153658196663,0.46896206574198374,ok,1412,354,2824.8587570593218,0.02090399999999981,0.0514,ok,202a9bc9683c42ca7fb82426d689f4684fffb78e8004d78f2e14d0c5db4bc168
chua/set 2/sweep back/trace49.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,770.8200764735811,0.46422594736947287,ok,1412,353,2832.8611897988667,0.02090399999999981,0.0178,ok,a6de2748a41cb979c6ceddb0ecfbcbf1ddddea20d3060a1e318ec42fc4cb719d
chua/set 2/sweep back/trace50.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,772.8066658910242,0.46507492354247043,ok,1412,354,2824.8587570593218,0.02090399999999981,0.7192,ok,a7e550771e6bdadd40947119248f7fe7ffd39ffb5b4323db4962da5a1d019205
chua/set 2/sweep back/trace51.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,775.0133751095178,0.47047719196369725,ok,1413,353,2832.8611897988667,0.02090399999999981,0.001,ok,db5300a2da92ec9dfc306005b00184eb0e93af7d8185ea8faf9eac6b9532065d
chua/set 2/sweep back/trace52.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,779.5307168524366,0.4732964505068259,ok,1414,353,2832.8611897988667,0.02090399999999981,0.009,ok,2230852ca35c9cd5860623192f469a974eee4a93a46e2ba3dc156011f9faf9b5
chua/set 2/sweep back/trace53.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,779.5439736412139,0.47560150873504814,ok,1414,353,2832.8611897988667,0.02090399999999981,0.1754,ok,1e5e7d6b7642c58791abb91f53d8585675a52b839d2fea3d3c98f5d747f8a3b2
chua/set 2/sweep back/trace54.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,780.9044508893224,0.48181703868000564,ok,1415,352,2840.9090909062497,0.02090399999999981,0.5482,ok,c52a90e6dc4639929be4c23f0ab4c3799f4631ee98a93b301ebd4665f7f7809c
chua/set 2/sweep back/trace55.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,791.2604030750387,0.4650652291290233,ok,1421,350,2857.1428571399997,0.02090399999999981,0.0272,ok,a7f221c96ec4b1e58e41c3ae4ba13bf8c1875873c7c07d60054235ffe4ec4432
chua/set 2/sweep back/trace56.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,796.7715429936878,0.464390910951905,ok,1424,351,2849.002849,0.02090399999999981,0.0456,ok,f952865a95ee0c4c93f414dd712b46c85cafd49a13b6ef4ee5ce7d896822b965
chua/set 2/sweep back/trace57.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,802.2080642733148,0.45872971230278453,ok,1426,349,2865.3295128911172,0.02090399999999981,0.457,ok,0f6464da2ece504cab4b2c17302cedbe072cd5fed97f146301fb65b99797cb13
chua/set 2/sweep back/trace58.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,813.6374227445249,0.45504775717245816,ok,1432,349,2865.3295128911172,0.02090399999999981,0.0038,ok,104bf7cd88d607816bebf9a3625b6f2b2366327dc5f3e30379090901db109b47
chua/set 2/sweep back/trace59.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,829.3891587328756,0.44474858251205407,ok,1441,347,2881.844380400576,0.02090399999999981,0.0046,ok,c083b91922557c1df3e75ee743d4ba77fbe0fa7e67db2ecb9eca9af1bc6fe74d
chua/set 2/sweep back/trace60.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,843.957258881076,0.43773838224060657,ok,1450,344,2906.976744183139,0.02090399999999981,0.0326,ok,c0dd060ea49f87309eae86bca9a8c5fe4c5996a6cb841a7a54ab8f9bdfc7a707
chua/set 2/sweep back/trace61.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,849.8313425907158,0.4776241323996064,ok,1458,342,2923.9766081842104,0.02090399999999981,0.0008,ok,57ba85b058251df69f6f7fddade0b4c0c93f8e4481545ec3cd856335ac898e3b
chua/set 2/sweep back/trace62.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,852.398010543609,0.5144648649517741,ok,1463,341,2932.551319645161,0.02090399999999981,0.0204,ok,f38992c3ff6209fd29f2dc99e3507e9d7928bc5371c973f956310e4e9c3f1c54
chua/set 2/sweep back/trace63.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,855.8844622898207,0.4703553294613764,ok,1470,339,2949.852507371681,0.01607999999999965,0.0006,ok,aa80e753a6681a3747cca3bb83b7c6d21a289d93c2e7dc67d23d85b481481426
chua/set 2/sweep back/trace64.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,868.2455110277965,0.615996482994213,ok,1483,336,2976.1904761875,0.01366799999999957,0.0082,ok,8761869540858ca0fdc6eb5d70cb07db1a5a0a89e888a5e624f7a8d8c833b6a9
chua/set 2/sweep back/trace65.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,871.1736393783019,0.7238972310803288,ok,1493,334,2994.0119760449097,0.01004999999999967,0.0172,ok,d3fa7a27c2fbc6cd85964cc26cca861e2aa3b4f67ad5711dca0cd4cde6a991f4
chua/set 2/sweep back/trace66.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,885.9162258912845,0.9487988676263721,ok,1501,333,3003.003003,0.008441999999999616,0.0014,ok,915ce6212b39c6b0b3c05c1a76758bbdebdb942fc9c6c4e56fa69963920622c6
chua/set 2/sweep back/trace67.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,892.5937734447054,1.311586216369054,ok,1507,331,3021.148036250755,0.008441999999999616,0.0016,ok,a6abd2fd995973eca8ffc0fe6c779d9d4b50eb19eb25e681a7c1ea1b62f9b474
chua/set 2/sweep back/trace68.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,905.6210266556386,2.0538563266311343,ok,1513,330,3030.3030302999996,0.008441999999999616,0.0034,ok,7b32703d02cfff179945d9a2167918776a7a95d6070947bf2b4d24349f6ed4c7
chua/set 2/sweep back/trace69.csv,ok,500000,0.49999899999999997,1.000000000001e-06,3,914.9450797598148,2.624080516133711,ok,1515,329,3039.5136778085102,0.008441999999999616,0.0068,ok,aae8852849088804456e907b992b4095b59b556f722ce563bfcc189cec504d33
