filename,rpot_ohm,n_maxima,f0_hz,period_samples,sg_window,m_min,m_max,signal_range,clip_pct,status
trace258.csv,571.89,1320,3081.9,325,17,-1.528,2.0741,4.6023,0.02,ok
trace259.csv,569.32,1331,3063.1,327,17,-1.5252,2.0639,4.5737,0.16,ok
trace260.csv,567.59,1342,3091.4,324,17,-1.5227,2.0604,4.5654,0.13,ok
trace261.csv,563.95,1335,3091.4,324,17,-1.5035,2.0386,4.5177,0.02,ok
trace262.csv,562.24,1325,3110.6,322,17,-1.4936,2.0284,4.502,0.0,ok
trace263.csv,559.98,1328,3110.6,322,17,-1.489,2.0243,4.4855,0.16,ok
trace264.csv,559.08,1325,3091.4,324,17,-1.489,2.0201,4.4681,0.09,ok
trace265.csv,557.89,1319,3091.4,324,17,-1.4883,2.0057,4.4454,0.02,ok
trace266.csv,555.99,1318,3110.6,322,17,-1.4823,1.9936,4.431,0.19,ok
trace267.csv,554.45,1314,3101.0,323,17,-1.4671,1.9888,4.4242,0.11,ok
trace268.csv,553.38,1301,3101.0,323,17,-1.4597,1.9867,4.4122,0.09,ok
trace269.csv,551.2,1319,3110.6,322,17,-1.4585,1.9757,4.3919,0.04,ok
trace270.csv,549.34,1300,3091.4,324,17,-1.4528,1.9566,4.3564,0.09,ok
trace271.csv,546.39,1318,3053.7,328,17,-1.4461,1.9512,4.3383,0.17,ok
trace272.csv,544.13,1313,3063.1,327,17,-1.4312,1.9499,4.3159,0.08,ok
trace273.csv,541.68,1312,3053.7,328,17,-1.42,1.9375,4.301,0.09,ok
trace274.csv,540.58,1299,3063.1,327,17,-1.4166,1.9212,4.27,0.01,ok
trace275.csv,540.8,1282,3063.1,327,17,-1.4166,1.9254,4.2764,0.02,ok
trace276.csv,538.92,1300,3091.4,324,17,-1.4166,1.9157,4.2532,0.18,ok
trace277.csv,536.71,1322,3091.4,324,17,-1.4108,1.9137,4.2473,0.07,ok
trace278.csv,535.46,1335,3130.1,320,17,-1.4023,1.9003,4.2285,0.16,ok
trace279.csv,534.06,1323,3091.4,324,17,-1.4006,1.8897,4.2166,0.11,ok
trace280.csv,533.31,1325,3120.3,321,17,-1.3853,1.8883,4.2105,0.08,ok
trace281.csv,532.33,1332,3110.6,322,17,-1.3836,1.8807,4.2036,0.05,ok
trace282.csv,530.55,1358,3120.3,321,17,-1.3804,1.8789,4.1825,0.02,ok
trace283.csv,529.45,1403,3159.7,317,15,-1.3802,1.8795,4.1828,0.25,ok
trace284.csv,530.31,1433,3169.7,316,15,-1.3802,1.8795,4.1879,0.39,ok
trace285.csv,529.19,1362,3139.9,319,15,-1.3802,1.879,4.1746,0.17,ok
trace286.csv,526.25,1300,3053.7,328,17,-1.378,1.854,4.1446,0.03,ok
trace287.csv,524.72,1303,3026.1,331,17,-1.3599,1.8542,4.1248,0.01,ok
trace288.csv,521.8,1291,2998.9,334,17,-1.3449,1.8419,4.1001,0.11,ok
trace289.csv,518.39,1289,3053.7,328,17,-1.3443,1.8199,4.0728,0.08,ok
trace290.csv,515.73,1301,3035.2,330,17,-1.3331,1.8083,4.0374,0.0,ok
trace291.csv,514.54,1289,3053.7,328,17,-1.3298,1.8065,4.033,0.22,ok
trace292.csv,513.38,1278,3072.5,326,17,-1.3206,1.8051,4.0254,0.15,ok
trace293.csv,512.51,1293,3091.4,324,17,-1.3132,1.8058,4.0174,0.09,ok
trace294.csv,510.58,1302,3081.9,325,17,-1.3148,1.7931,4.0,0.05,ok
trace295.csv,508.99,1324,3091.4,324,17,-1.3084,1.7797,3.9724,0.01,ok
trace296.csv,507.55,1286,3110.6,322,17,-1.3074,1.7764,3.9641,0.0,ok
trace297.csv,506.07,1309,3091.4,324,17,-1.3036,1.7694,3.9536,0.0,ok
trace298.csv,505.02,1303,3063.1,327,17,-1.2935,1.7665,3.9499,0.13,ok
trace299.csv,503.25,1325,3081.9,325,17,-1.2874,1.7605,3.9289,0.06,ok
trace300.csv,501.68,1284,3044.5,329,17,-1.2767,1.7451,3.9031,0.02,ok
trace301.csv,500.62,1281,3026.1,331,17,-1.274,1.7402,3.8949,0.0,ok
trace302.csv,499.0,1302,3026.1,331,17,-1.2719,1.7341,3.8828,0.31,ok
trace303.csv,495.13,1299,3035.2,330,17,-1.2666,1.7243,3.8569,0.04,ok
trace304.csv,492.64,1260,2920.2,343,17,-1.2515,1.7073,3.8234,0.0,ok
trace305.csv,492.7,1254,2981.0,336,17,-1.252,1.7,3.8159,0.0,ok
trace306.csv,492.93,1190,2963.4,338,17,-1.2508,1.7004,3.8122,0.07,ok
trace307.csv,491.58,1268,2845.5,352,17,-1.2562,1.6996,3.8128,0.0,ok
trace308.csv,489.62,1137,2281.6,439,21,1.4432,1.6232,1.7909,0.91,ok
trace309.csv,490.62,1271,2861.8,350,17,-1.243,1.6993,3.8104,0.13,ok
trace310.csv,489.98,1285,2861.8,350,17,-1.241,1.698,3.8105,0.0,ok
trace311.csv,488.07,1273,2937.3,341,17,-1.2387,1.6973,3.802,0.13,ok
trace312.csv,486.76,1285,2998.9,334,17,-1.2357,1.6812,3.7826,0.05,ok
trace313.csv,484.37,1284,2998.9,334,17,-1.2332,1.6675,3.7456,0.0,ok
trace314.csv,481.54,1286,2928.7,342,17,-1.2264,1.6665,3.7385,0.1,ok
trace315.csv,478.28,1298,2981.0,336,17,-1.2032,1.65,3.6966,0.05,ok
trace316.csv,476.35,1277,2981.0,336,17,-1.2036,1.639,3.6801,0.01,ok
trace317.csv,473.55,1273,3007.9,333,17,-1.1995,1.6276,3.6677,0.22,ok
trace318.csv,471.72,1271,2837.5,353,17,-1.1943,1.6201,3.6499,0.07,ok
trace319.csv,470.31,1276,2903.3,345,17,-1.1924,1.6235,3.639,0.05,ok
trace320.csv,468.43,1263,2821.5,355,17,-1.1767,1.5983,3.6064,0.01,ok
trace321.csv,467.22,1264,2878.2,348,17,-1.1737,1.5936,3.5995,0.0,ok
trace322.csv,465.08,1269,2870.0,349,17,-1.1655,1.5888,3.5927,0.23,ok
trace323.csv,463.91,1259,2805.7,357,17,-1.1634,1.5864,3.5735,0.1,ok
trace324.csv,463.85,1320,2853.6,351,17,-1.1609,1.5708,3.5498,0.06,ok
trace325.csv,461.25,1271,2813.6,356,17,-1.159,1.5745,3.5527,0.05,ok
trace326.csv,459.21,1274,2805.7,357,17,-1.1497,1.5655,3.5341,0.02,ok
trace327.csv,457.83,1251,2707.1,370,19,-1.1464,1.5605,3.5233,0.14,ok
trace328.csv,456.59,1235,2714.4,369,19,-1.1352,1.5566,3.514,0.06,ok
trace329.csv,455.63,1252,2642.8,379,19,-1.1292,1.5547,3.5003,0.02,ok
trace330.csv,466.88,1312,2813.6,356,17,-1.1461,1.58,3.5371,0.07,ok
trace331.csv,465.98,1262,2782.3,360,19,-1.1451,1.5808,3.535,0.01,ok
trace332.csv,464.55,1268,2766.9,362,19,-1.1377,1.5743,3.5185,0.0,ok
trace333.csv,459.09,1249,2699.8,371,19,-1.1312,1.5681,3.505,0.08,ok
trace334.csv,460.66,1258,2656.8,377,19,-1.1292,1.5597,3.4836,0.01,ok
trace335.csv,458.79,1253,2671.0,375,19,-1.1192,1.5522,3.4665,0.03,ok
trace336.csv,457.06,1237,2608.4,384,19,-1.1132,1.5462,3.4489,0.08,ok
trace337.csv,456.59,1215,2523.0,397,19,-1.1116,1.5428,3.4439,0.03,ok
trace338.csv,455.02,1212,2529.4,396,19,-1.1112,1.537,3.4353,0.01,ok
trace339.csv,454.39,1193,2523.0,397,19,-1.1067,1.5298,3.4205,0.04,ok
trace340.csv,452.66,1179,2479.3,404,21,-1.1056,1.5246,3.4072,0.01,ok
trace341.csv,449.6,1179,2431.1,412,21,-1.101,1.5146,3.3911,0.01,ok
trace342.csv,450.2,1170,2390.5,419,21,-1.094,1.5089,3.3801,0.0,ok
trace343.csv,448.44,1158,2455.0,408,21,-1.0883,1.5059,3.3704,0.16,ok
trace344.csv,448.86,1164,2356.8,425,21,-1.0875,1.5016,3.3613,0.08,ok
trace345.csv,446.5,1182,2523.0,397,19,-1.0858,1.4937,3.3473,0.1,ok
trace346.csv,445.5,1173,2529.4,396,19,-1.0842,1.4934,3.3429,0.06,ok
trace347.csv,443.7,1180,2516.6,398,19,-1.0823,1.485,3.3207,0.0,ok
trace348.csv,442.72,1177,2516.6,398,19,-1.0777,1.4814,3.3135,0.09,ok
trace349.csv,442.39,1189,2568.3,390,19,-1.0791,1.4812,3.3157,0.08,ok
trace350.csv,440.15,1173,2437.0,411,21,-1.0697,1.4647,3.2898,0.05,ok
trace351.csv,438.94,1187,2729.2,367,19,-1.0663,1.463,3.2775,0.01,ok
trace352.csv,437.57,1169,2608.4,384,19,-1.0649,1.4585,3.2679,0.18,ok
trace353.csv,435.71,1178,2714.4,369,19,-1.0607,1.446,3.2514,0.06,ok
