rpot_ohm,initial_v1_V,max_v
306.0,1,6.918103121613059
306.0,1,6.918115672182676
306.0,1,6.918095230891302
306.0,1,6.918113584114435
306.0,1,6.918103618634652
306.0,1,6.9181123479131825
306.0,1,6.9181077517634195
306.0,1,6.918102595058816
306.0,1,6.918110215610208
306.0,1,6.918101337066457
306.0,1,6.918116817781307
306.0,1,6.918098648522949
306.0,1,6.9181131212808635
306.0,1,6.918105286751082
306.0,1,6.918110480131193
306.0,1,6.918109746965218
306.0,1,6.918098793182157
306.0,1,6.9181107325474125
306.0,1,6.918099530457171
306.0,1,6.918116420464962
306.0,1,6.918101036339204
306.0,1,6.918111335758312
306.0,1,6.918106694945992
306.0,1,6.91810853913894
306.0,1,6.918111654703177
306.0,1,6.918097671757694
306.0,1,6.918112343348037
307.0,1,6.91759332498668
307.0,1,6.917600195850823
307.0,1,6.9175951597761935
307.0,1,6.9175925177022854
307.0,1,6.917594497834395
307.0,1,6.91759802340594
307.0,1,6.917597026390422
307.0,1,6.917588834582398
307.0,1,6.9175950764259015
307.0,1,6.917595347793348
307.0,1,6.917598633018916
307.0,1,6.917584495165874
307.0,1,6.9175953272136
307.0,1,6.917591586010285
307.0,1,6.91759966673536
307.0,1,6.91758056085124
307.0,1,6.917595728972884
307.0,1,6.9175891499921205
307.0,1,6.917601278347442
307.0,1,6.917579324113492
307.0,1,6.917597319799522
307.0,1,6.917587896054463
307.0,1,6.917603362413682
307.0,1,6.917581273036862
307.0,1,6.917599002473151
307.0,1,6.917588426264892
307.0,1,6.917605518819347
307.0,1,6.91758516161349
307.0,1,6.917600870574536
307.0,1,6.917590575305949
307.0,1,6.917606885874641
307.0,1,6.917588715538628
307.0,1,6.917600838442445
307.0,1,6.917591863712246
307.0,1,6.917605956267887
307.0,1,6.917590971098614
307.0,1,6.917599207630873
307.0,1,6.91759205617311
307.0,1,6.917604059236442
307.0,1,6.917592260699905
307.0,1,6.917596568393673
307.0,1,6.917592603073489
307.0,1,6.917601599911598
307.0,1,6.917593971376599
307.0,1,6.917594076025206
307.0,1,6.917593744824632
307.0,1,6.917599416426857
307.0,1,6.917595828999773
307.0,1,6.91759132564705
307.0,1,6.917594764526568
307.0,1,6.917597178283556
307.0,1,6.917597658018923
307.0,1,6.917587435260494
307.0,1,6.917595242276525
307.0,1,6.917594095736946
307.0,1,6.917599058278101
