sweep,filename,rpot_ohm,n_maxima,rpot_source,nominal_rpot_ohm,n_branches,n_slopes,unresolved_pct,cluster_pct,mean_T_us,median_T_us,mean_vs_median_pct,mean_ln_abs_fprime,lambda_map_per_s,lambda_map_err_per_s,lambda_map_err_stat,lambda_map_err_width,map_r2_within_branch,lambda_rosenstein_per_s,lambda_rosenstein_err_per_s,rosenstein_fit_r2,rosenstein_status,status
sweep forward,trace182.csv,468.66,1247,divider fit (R0=990 ohm),,2,1241,4.8,0.4,401.0875,386.0,3.76,0.6153,1534.09,596.12,102.18,587.22,0.9703,,,,not requested,ok
sweep forward,trace183.csv,466.06,1239,divider fit (R0=990 ohm),,2,1238,1.4,0.0,403.4087,389.005,3.57,0.67578,1675.18,620.46,90.15,613.77,0.9688,,,,not requested,ok
sweep forward,trace184.csv,463.86,1222,divider fit (R0=990 ohm),,2,1221,2.1,0.0,408.9705,382.99,6.35,0.89752,2194.59,492.9,94.89,483.41,0.9564,,,,not requested,ok
sweep forward,trace185.csv,460.98,1201,divider fit (R0=990 ohm),,2,1199,1.0,0.1,416.135,394.0,5.32,0.96447,2317.69,476.05,91.84,466.79,0.9585,,,,not requested,ok
sweep forward,trace186.csv,455.94,1172,divider fit (R0=990 ohm),,2,1171,1.7,0.0,426.4389,419.0,1.74,1.09525,2568.36,322.13,101.55,305.07,0.9355,,,,not requested,ok
sweep forward,trace187.csv,451.76,1199,divider fit (R0=990 ohm),,2,1193,2.5,0.4,416.773,390.505,6.3,0.73493,1763.37,503.73,104.74,492.53,0.964,,,,not requested,ok
sweep forward,trace188.csv,449.15,1186,divider fit (R0=990 ohm),,2,1182,1.8,0.3,421.0878,386.0,8.33,0.87205,2070.95,352.64,98.08,338.34,0.9639,,,,not requested,ok
sweep forward,trace189.csv,446.29,1159,divider fit (R0=990 ohm),,2,1149,1.0,0.8,430.7427,407.0,5.51,0.9812,2277.92,314.92,106.3,295.82,0.9511,,,,not requested,ok
sweep forward,trace190.csv,443.62,1187,divider fit (R0=990 ohm),,2,1176,2.3,0.8,420.8061,380.49,9.58,0.76643,1821.33,451.61,105.66,438.84,0.9659,,,,not requested,ok
sweep forward,trace191.csv,437.4,1197,divider fit (R0=990 ohm),,2,1175,1.6,1.8,417.546,385.0,7.79,0.69609,1667.09,563.71,110.01,552.73,0.9695,,,,not requested,ok
sweep forward,trace192.csv,431.41,1138,divider fit (R0=990 ohm),,2,1111,12.0,2.3,439.4538,446.0,-1.49,0.33489,762.05,833.71,136.27,822.47,0.9732,,,,not requested,ok
sweep forward,trace193.csv,426.41,1136,divider fit (R0=990 ohm),,2,1113,2.0,1.9,439.9145,452.0,-2.75,0.18391,418.05,607.52,105.49,598.29,0.9907,,,,not requested,ok
sweep forward,trace194.csv,425.37,1097,divider fit (R0=990 ohm),,3,1065,1.2,2.8,455.4854,458.5,-0.66,0.44613,979.46,438.77,108.86,424.97,0.9813,,,,not requested,ok
sweep forward,trace195.csv,426.26,1178,divider fit (R0=990 ohm),,0,0,,100.0,424.0501,394.0,7.09,,,,,,,,,,not requested,"map is clusters, not a curve (no branch spans 0.10 V with 10 points)"
sweep forward,trace196.csv,424.15,1155,divider fit (R0=990 ohm),,2,1126,2.9,2.4,432.9497,426.005,1.6,0.18883,436.15,462.59,110.29,449.24,0.9958,,,,not requested,ok
sweep forward,trace197.csv,422.69,1148,divider fit (R0=990 ohm),,2,1126,2.1,1.8,435.5187,450.0,-3.33,0.27817,638.71,294.5,99.03,277.33,0.992,,,,not requested,ok
sweep forward,trace198.csv,421.9,1131,divider fit (R0=990 ohm),,2,1114,1.4,1.4,441.9832,454.01,-2.72,0.38537,871.91,342.22,97.34,328.04,0.9915,,,,not requested,ok
sweep forward,trace199.csv,420.87,1088,divider fit (R0=990 ohm),,2,1078,0.7,0.8,459.3836,460.0,-0.13,0.62455,1359.53,374.96,106.14,359.44,0.9796,,,,not requested,ok
sweep forward,trace200.csv,418.92,989,divider fit (R0=990 ohm),,2,982,4.5,0.6,505.7085,476.0,5.87,1.11691,2208.6,226.33,94.05,204.57,0.8775,,,,not requested,ok
sweep forward,trace201.csv,414.06,983,divider fit (R0=990 ohm),,2,979,0.2,0.3,508.5112,488.995,3.84,1.38262,2718.95,102.38,90.89,38.76,0.9022,,,,not requested,ok
sweep forward,trace202.csv,409.46,934,divider fit (R0=990 ohm),,2,933,1.6,0.0,535.6549,503.0,6.1,1.50531,2810.23,131.83,92.27,89.92,0.8581,,,,not requested,ok
sweep forward,trace203.csv,405.51,933,divider fit (R0=990 ohm),,2,932,1.9,0.0,535.8991,508.0,5.21,1.37052,2557.43,151.49,98.47,112.35,0.8404,,,,not requested,ok
sweep forward,trace204.csv,397.68,953,divider fit (R0=990 ohm),,0,0,,100.0,524.8613,526.0,-0.22,,,,,,,,,,not requested,"map is clusters, not a curve (no branch spans 0.10 V with 10 points)"
sweep forward,trace205.csv,395.8,899,divider fit (R0=990 ohm),,2,898,0.8,0.0,556.2049,531.0,4.53,1.34112,2411.19,117.11,105.91,43.77,0.8997,,,,not requested,ok
sweep forward,trace206.csv,393.45,865,divider fit (R0=990 ohm),,2,864,2.2,0.0,578.3032,560.0,3.16,1.23314,2132.34,106.67,103.88,11.16,0.8751,,,,not requested,ok
sweep forward,trace207.csv,388.08,937,divider fit (R0=990 ohm),,2,936,1.3,0.0,533.5791,529.0,0.86,0.7841,1469.5,157.6,103.71,117.78,0.9407,,,,not requested,ok
sweep forward,trace208.csv,384.39,931,divider fit (R0=990 ohm),,2,922,0.5,0.9,537.4312,522.505,2.78,0.90336,1680.89,251.6,86.34,235.66,0.9381,,,,not requested,ok
sweep forward,trace209.csv,380.07,854,divider fit (R0=990 ohm),,2,851,1.3,0.2,585.5158,549.0,6.24,0.83868,1432.37,282.96,97.32,265.26,0.8904,,,,not requested,ok
sweep forward,trace210.csv,375.71,820,divider fit (R0=990 ohm),,2,818,1.1,0.1,609.619,588.0,3.55,0.95741,1570.5,180.47,107.1,144.4,0.8563,,,,not requested,ok
sweep forward,trace211.csv,371.52,837,divider fit (R0=990 ohm),,2,827,3.4,1.1,596.2787,598.5,-0.37,0.92585,1552.72,332.68,109.07,314.06,0.8978,,,,not requested,ok
sweep forward,trace212.csv,367.12,793,divider fit (R0=990 ohm),,2,792,2.5,0.0,630.3737,620.995,1.49,1.01316,1607.24,165.82,113.43,119.94,0.8886,,,,not requested,ok
sweep forward,trace213.csv,363.69,786,divider fit (R0=990 ohm),,2,776,4.0,1.1,636.0382,628.0,1.26,1.30955,2058.91,277.22,104.84,255.67,0.913,,,,not requested,ok
sweep forward,trace214.csv,361.19,770,divider fit (R0=990 ohm),,2,762,2.8,0.9,648.3368,650.01,-0.26,1.05836,1632.42,195.99,108.95,162.0,0.9287,,,,not requested,ok
sweep forward,trace215.csv,358.06,735,divider fit (R0=990 ohm),,2,732,2.9,0.3,680.1935,653.005,4.0,1.22594,1802.34,118.42,102.11,56.55,0.9066,,,,not requested,ok
sweep forward,trace217.csv,359.32,1382,divider fit (R0=990 ohm),,0,0,,,361.7755,362.0,-0.06,,,,,,,,,,not requested,map spread 0.073 V below --min-spread
sweep forward,trace218.csv,348.85,1383,divider fit (R0=990 ohm),,0,0,,,361.5601,362.0,-0.12,,,,,,,,,,not requested,map spread 0.058 V below --min-spread
sweep forward,trace219.csv,333.03,554,divider fit (R0=990 ohm),,0,0,,,361.132,361.2,-0.02,,,,,,,,,,not requested,map spread 0.050 V below --min-spread
sweep forward,trace221.csv,298.6,555,divider fit (R0=990 ohm),,0,0,,,360.3227,360.4,-0.02,,,,,,,,,,not requested,map spread 0.046 V below --min-spread
sweep forward,trace222.csv,273.58,556,divider fit (R0=990 ohm),,0,0,,,359.7514,359.61,0.04,,,,,,,,,,not requested,map spread 0.038 V below --min-spread
sweep forward,trace225.csv,144.69,560,divider fit (R0=990 ohm),,0,0,,,357.2937,357.59,-0.08,,,,,,,,,,not requested,map spread 0.034 V below --min-spread
sweep forward,trace228.csv,20.95,563,divider fit (R0=990 ohm),,0,0,,,355.3758,355.59,-0.06,,,,,,,,,,not requested,map spread 0.027 V below --min-spread
sweep forward,trace229.csv,2.56,563,divider fit (R0=990 ohm),,0,0,,,355.1787,355.595,-0.12,,,,,,,,,,not requested,map spread 0.019 V below --min-spread
