Time(s),CH1(V),CH2(V)
-6.988199e-02,5.403015e+00,6.046232e+00
-6.987919e-02,5.403015e+00,6.046232e+00
-6.987639e-02,5.403015e+00,6.046232e+00
-6.987359e-02,5.403015e+00,6.046232e+00
-6.987079e-02,5.403015e+00,6.046232e+00
-6.986799e-02,5.403015e+00,6.046232e+00
-6.986519e-02,5.403015e+00,6.174875e+00
-6.986239e-02,5.403015e+00,6.046232e+00
-6.985959e-02,5.403015e+00,6.046232e+00
-6.985679e-02,5.403015e+00,6.046232e+00
-6.985399e-02,5.403015e+00,6.046232e+00
-6.985119e-02,5.403015e+00,6.174875e+00
-6.984839e-02,5.403015e+00,6.174875e+00
-6.984559e-02,5.403015e+00,6.046232e+00
-6.984279e-02,5.403015e+00,6.046232e+00
-6.983999e-02,5.403015e+00,6.046232e+00
-6.983719e-02,5.403015e+00,6.046232e+00
-6.983439e-02,5.403015e+00,6.046232e+00
-6.983159e-02,5.403015e+00,6.046232e+00
-6.982879e-02,5.403015e+00,6.046232e+00
-6.982599e-02,5.403015e+00,6.046232e+00
-6.982319e-02,5.403015e+00,6.046232e+00
-6.982039e-02,5.403015e+00,6.046232e+00
-6.981759e-02,5.531659e+00,6.046232e+00
-6.981479e-02,5.403015e+00,6.046232e+00
-6.981199e-02,5.403015e+00,6.174875e+00
-6.980919e-02,5.403015e+00,6.174875e+00
-6.980639e-02,5.403015e+00,6.046232e+00
-6.980359e-02,5.403015e+00,6.046232e+00
-6.980079e-02,5.403015e+00,6.046232e+00
-6.979799e-02,5.403015e+00,6.046232e+00
-6.979519e-02,5.403015e+00,6.046232e+00
-6.979239e-02,5.403015e+00,6.046232e+00
-6.978959e-02,5.403015e+00,6.174875e+00
-6.978679e-02,5.403015e+00,6.046232e+00
-6.978399e-02,5.403015e+00,6.046232e+00
-6.978119e-02,5.403015e+00,6.046232e+00
-6.977839e-02,5.403015e+00,6.046232e+00
-6.977559e-02,5.403015e+00,6.046232e+00
-6.977279e-02,5.403015e+00,6.174875e+00
-6.976999e-02,5.403015e+00,6.174875e+00
-6.976719e-02,5.403015e+00,6.174875e+00
-6.976439e-02,5.403015e+00,6.046232e+00
-6.976159e-02,5.403015e+00,6.174875e+00
-6.975879e-02,5.403015e+00,6.046232e+00
-6.975599e-02,5.403015e+00,6.174875e+00
-6.975319e-02,5.274372e+00,6.046232e+00
-6.975039e-02,5.403015e+00,6.174875e+00
-6.974759e-02,5.403015e+00,6.046232e+00
-6.974479e-02,5.403015e+00,6.046232e+00
-6.974199e-02,5.274372e+00,6.046232e+00
-6.973919e-02,5.403015e+00,6.046232e+00
-6.973639e-02,5.403015e+00,6.046232e+00
-6.973359e-02,5.403015e+00,6.046232e+00
-6.973079e-02,5.274372e+00,6.046232e+00
-6.972799e-02,5.403015e+00,6.046232e+00
-6.972519e-02,5.403015e+00,6.046232e+00
-6.972239e-02,5.274372e+00,6.046232e+00
-6.971959e-02,5.274372e+00,6.174875e+00
-6.971679e-02,5.403015e+00,6.046232e+00
-6.971399e-02,5.274372e+00,6.046232e+00
-6.971119e-02,5.403015e+00,6.046232e+00
-6.970839e-02,5.403015e+00,6.046232e+00
-6.970559e-02,5.403015e+00,6.046232e+00
-6.970279e-02,5.274372e+00,6.046232e+00
-6.969999e-02,5.274372e+00,6.046232e+00
-6.969719e-02,5.403015e+00,6.046232e+00
-6.969439e-02,5.403015e+00,6.046232e+00
-6.969159e-02,5.274372e+00,6.046232e+00
-6.968879e-02,5.274372e+00,6.046232e+00
-6.968599e-02,5.403015e+00,6.046232e+00
-6.968319e-02,5.403015e+00,6.046232e+00
-6.968039e-02,5.403015e+00,6.046232e+00
-6.967759e-02,5.274372e+00,6.046232e+00
-6.967479e-02,5.274372e+00,6.046232e+00
-6.967199e-02,5.274372e+00,6.046232e+00
-6.966919e-02,5.274372e+00,6.174875e+00
-6.966639e-02,5.403015e+00,5.917588e+00
-6.966359e-02,5.403015e+00,6.046232e+00
-6.966079e-02,5.403015e+00,6.046232e+00
-6.965799e-02,5.274372e+00,6.046232e+00
-6.965519e-02,5.274372e+00,6.046232e+00
-6.965239e-02,5.274372e+00,6.046232e+00
-6.964959e-02,5.274372e+00,6.046232e+00
-6.964679e-02,5.403015e+00,6.046232e+00
-6.964399e-02,5.403015e+00,6.046232e+00
-6.964119e-02,5.274372e+00,6.046232e+00
-6.963839e-02,5.403015e+00,6.046232e+00
-6.963559e-02,5.403015e+00,6.046232e+00
-6.963279e-02,5.274372e+00,6.046232e+00
-6.962999e-02,5.274372e+00,6.046232e+00
-6.962719e-02,5.274372e+00,6.046232e+00
-6.962439e-02,5.274372e+00,6.046232e+00
-6.962159e-02,5.403015e+00,6.046232e+00
-6.961879e-02,5.274372e+00,6.046232e+00
-6.961599e-02,5.403015e+00,6.046232e+00
-6.961319e-02,5.274372e+00,6.046232e+00
-6.961039e-02,5.274372e+00,6.046232e+00
-6.960759e-02,5.403015e+00,6.046232e+00
-6.960479e-02,5.274372e+00,6.046232e+00
-6.960199e-02,5.274372e+00,6.046232e+00
-6.959919e-02,5.274372e+00,6.046232e+00
-6.959639e-02,5.274372e+00,6.046232e+00
-6.959359e-02,5.274372e+00,6.046232e+00
-6.959079e-02,5.274372e+00,6.046232e+00
-6.958799e-02,5.274372e+00,6.046232e+00
-6.958519e-02,5.274372e+00,6.046232e+00
-6.958239e-02,5.274372e+00,6.046232e+00
-6.957959e-02,5.274372e+00,6.046232e+00
-6.957679e-02,5.274372e+00,6.046232e+00
-6.957399e-02,5.274372e+00,6.046232e+00
-6.957119e-02,5.274372e+00,5.917588e+00
-6.956839e-02,5.274372e+00,6.046232e+00
-6.956559e-02,5.274372e+00,6.046232e+00
-6.956279e-02,5.274372e+00,6.046232e+00
-6.955999e-02,5.274372e+00,5.917588e+00
-6.955719e-02,5.274372e+00,6.046232e+00
-6.955439e-02,5.274372e+00,6.046232e+00
-6.955159e-02,5.274372e+00,6.046232e+00
-6.954879e-02,5.274372e+00,6.046232e+00
-6.954599e-02,5.274372e+00,6.046232e+00
-6.954319e-02,5.274372e+00,5.917588e+00
-6.954039e-02,5.274372e+00,6.046232e+00
-6.953759e-02,5.274372e+00,6.046232e+00
-6.953479e-02,5.274372e+00,5.917588e+00
-6.953199e-02,5.274372e+00,6.046232e+00
-6.952919e-02,5.274372e+00,6.046232e+00
-6.952639e-02,5.274372e+00,5.917588e+00
-6.952359e-02,5.274372e+00,6.046232e+00
-6.952079e-02,5.274372e+00,5.917588e+00
-6.951799e-02,5.274372e+00,6.046232e+00
-6.951519e-02,5.274372e+00,6.046232e+00
-6.951239e-02,5.274372e+00,5.917588e+00
-6.950959e-02,5.274372e+00,5.917588e+00
-6.950679e-02,5.274372e+00,6.046232e+00
-6.950399e-02,5.274372e+00,6.046232e+00
-6.950119e-02,5.274372e+00,5.917588e+00
-6.949839e-02,5.274372e+00,6.046232e+00
-6.949559e-02,5.274372e+00,6.046232e+00
-6.949279e-02,5.274372e+00,6.046232e+00
-6.948999e-02,5.274372e+00,6.046232e+00
-6.948719e-02,5.274372e+00,5.917588e+00
-6.948439e-02,5.274372e+00,5.917588e+00
-6.948159e-02,5.274372e+00,5.917588e+00
-6.947879e-02,5.274372e+00,6.046232e+00
-6.947599e-02,5.145729e+00,6.046232e+00
-6.947319e-02,5.274372e+00,6.046232e+00
-6.947039e-02,5.274372e+00,5.917588e+00
-6.946759e-02,5.274372e+00,6.046232e+00
-6.946479e-02,5.145729e+00,6.046232e+00
-6.946199e-02,5.274372e+00,6.046232e+00
-6.945919e-02,5.274372e+00,5.917588e+00
-6.945639e-02,5.145729e+00,5.917588e+00
-6.945359e-02,5.274372e+00,5.917588e+00
-6.945079e-02,5.274372e+00,5.917588e+00
-6.944799e-02,5.274372e+00,5.917588e+00
-6.944519e-02,5.145729e+00,5.917588e+00
-6.944239e-02,5.145729e+00,5.917588e+00
-6.943959e-02,5.274372e+00,5.917588e+00
-6.943679e-02,5.274372e+00,6.046232e+00
-6.943399e-02,5.274372e+00,5.917588e+00
-6.943119e-02,5.274372e+00,5.917588e+00
-6.942839e-02,5.274372e+00,5.917588e+00
-6.942559e-02,5.274372e+00,5.917588e+00
-6.942279e-02,5.274372e+00,5.917588e+00
-6.941999e-02,5.274372e+00,5.917588e+00
-6.941719e-02,5.274372e+00,5.917588e+00
-6.941439e-02,5.274372e+00,5.917588e+00
-6.941159e-02,5.274372e+00,5.917588e+00
-6.940879e-02,5.145729e+00,5.917588e+00
-6.940599e-02,5.145729e+00,5.917588e+00
-6.940319e-02,5.274372e+00,5.917588e+00
-6.940039e-02,5.274372e+00,5.917588e+00
-6.939759e-02,5.274372e+00,6.046232e+00
-6.939479e-02,5.274372e+00,5.917588e+00
-6.939199e-02,5.145729e+00,5.917588e+00
-6.938919e-02,5.274372e+00,5.917588e+00
-6.938639e-02,5.274372e+00,5.917588e+00
-6.938359e-02,5.274372e+00,5.917588e+00
-6.938079e-02,5.274372e+00,5.917588e+00
-6.937799e-02,5.145729e+00,5.917588e+00
-6.937519e-02,5.145729e+00,5.917588e+00
-6.937239e-02,5.274372e+00,5.917588e+00
-6.936959e-02,5.274372e+00,5.917588e+00
-6.936679e-02,5.274372e+00,5.917588e+00
-6.936399e-02,5.274372e+00,5.917588e+00
-6.936119e-02,5.145729e+00,5.917588e+00
-6.935839e-02,5.274372e+00,5.917588e+00
-6.935559e-02,5.145729e+00,5.917588e+00
-6.935279e-02,5.145729e+00,5.917588e+00
-6.934999e-02,5.274372e+00,5.917588e+00
-6.934719e-02,5.145729e+00,5.917588e+00
-6.934439e-02,5.274372e+00,5.917588e+00
-6.934159e-02,5.274372e+00,5.917588e+00
-6.933879e-02,5.145729e+00,5.917588e+00
-6.933599e-02,5.274372e+00,5.917588e+00
-6.933319e-02,5.145729e+00,5.917588e+00
-6.933039e-02,5.145729e+00,5.917588e+00
-6.932759e-02,5.274372e+00,5.917588e+00
-6.932479e-02,5.145729e+00,5.917588e+00
-6.932199e-02,5.145729e+00,5.917588e+00
-6.931919e-02,5.145729e+00,5.917588e+00
-6.931639e-02,5.145729e+00,5.917588e+00
-6.931359e-02,5.145729e+00,5.917588e+00
-6.931079e-02,5.145729e+00,5.917588e+00
-6.930799e-02,5.274372e+00,5.917588e+00
-6.930519e-02,5.145729e+00,5.917588e+00
-6.930239e-02,5.145729e+00,5.917588e+00
-6.929959e-02,5.145729e+00,5.917588e+00
-6.929679e-02,5.145729e+00,5.917588e+00
-6.929399e-02,5.145729e+00,5.917588e+00
-6.929119e-02,5.145729e+00,5.788945e+00
-6.928839e-02,5.145729e+00,5.917588e+00
-6.928559e-02,5.145729e+00,5.917588e+00
-6.928279e-02,5.145729e+00,5.917588e+00
-6.927999e-02,5.145729e+00,5.917588e+00
-6.927719e-02,5.145729e+00,5.917588e+00
-6.927439e-02,5.274372e+00,5.917588e+00
-6.927159e-02,5.145729e+00,5.917588e+00
-6.926879e-02,5.145729e+00,5.917588e+00
-6.926599e-02,5.145729e+00,5.917588e+00
-6.926319e-02,5.145729e+00,5.917588e+00
-6.926039e-02,5.145729e+00,5.917588e+00
-6.925759e-02,5.145729e+00,5.917588e+00
-6.925479e-02,5.145729e+00,5.917588e+00
-6.925199e-02,5.145729e+00,5.917588e+00
-6.924919e-02,5.145729e+00,5.917588e+00
-6.924639e-02,5.145729e+00,5.917588e+00
-6.924359e-02,5.145729e+00,5.917588e+00
-6.924079e-02,5.145729e+00,5.917588e+00
-6.923799e-02,5.145729e+00,5.788945e+00
-6.923519e-02,5.145729e+00,5.917588e+00
-6.923239e-02,5.145729e+00,5.917588e+00
-6.922959e-02,5.145729e+00,5.788945e+00
-6.922679e-02,5.145729e+00,5.917588e+00
-6.922399e-02,5.145729e+00,5.917588e+00
-6.922119e-02,5.145729e+00,5.917588e+00
-6.921839e-02,5.145729e+00,5.917588e+00
-6.921559e-02,5.145729e+00,5.788945e+00
-6.921279e-02,5.145729e+00,5.788945e+00
-6.920999e-02,5.145729e+00,5.788945e+00
-6.920719e-02,5.145729e+00,5.917588e+00
-6.920439e-02,5.145729e+00,5.788945e+00
-6.920159e-02,5.145729e+00,5.917588e+00
-6.919879e-02,5.145729e+00,5.917588e+00
-6.919599e-02,5.145729e+00,5.917588e+00
-6.919319e-02,5.145729e+00,5.917588e+00
-6.919039e-02,5.145729e+00,5.917588e+00
-6.918759e-02,5.145729e+00,5.917588e+00
-6.918479e-02,5.145729e+00,5.917588e+00
-6.918199e-02,5.145729e+00,5.788945e+00
-6.917919e-02,5.145729e+00,5.788945e+00
-6.917639e-02,5.145729e+00,5.788945e+00
-6.917359e-02,5.145729e+00,5.788945e+00
-6.917079e-02,5.145729e+00,5.788945e+00
-6.916799e-02,5.145729e+00,5.788945e+00
-6.916519e-02,5.145729e+00,5.788945e+00
-6.916239e-02,5.145729e+00,5.788945e+00
-6.915959e-02,5.145729e+00,5.788945e+00
-6.915679e-02,5.145729e+00,5.788945e+00
-6.915399e-02,5.145729e+00,5.788945e+00
-6.915119e-02,5.017086e+00,5.788945e+00
-6.914839e-02,5.145729e+00,5.788945e+00
-6.914559e-02,5.145729e+00,5.788945e+00
-6.914279e-02,5.145729e+00,5.917588e+00
-6.913999e-02,5.017086e+00,5.788945e+00
-6.913719e-02,5.145729e+00,5.788945e+00
-6.913439e-02,5.145729e+00,5.788945e+00
-6.913159e-02,5.145729e+00,5.788945e+00
-6.912879e-02,5.145729e+00,5.788945e+00
-6.912599e-02,5.017086e+00,5.788945e+00
-6.912319e-02,5.145729e+00,5.788945e+00
-6.912039e-02,5.145729e+00,5.788945e+00
-6.911759e-02,5.145729e+00,5.788945e+00
-6.911479e-02,5.145729e+00,5.788945e+00
-6.911199e-02,5.017086e+00,5.788945e+00
-6.910919e-02,5.145729e+00,5.788945e+00
-6.910639e-02,5.145729e+00,5.788945e+00
-6.910359e-02,5.145729e+00,5.788945e+00
-6.910079e-02,5.145729e+00,5.788945e+00
-6.909799e-02,5.017086e+00,5.788945e+00
-6.909519e-02,5.145729e+00,5.788945e+00
-6.909239e-02,5.017086e+00,5.788945e+00
-6.908959e-02,5.145729e+00,5.788945e+00
-6.908679e-02,5.145729e+00,5.788945e+00
-6.908399e-02,5.145729e+00,5.788945e+00
-6.908119e-02,5.145729e+00,5.788945e+00
-6.907839e-02,5.145729e+00,5.788945e+00
-6.907559e-02,5.017086e+00,5.788945e+00
-6.907279e-02,5.017086e+00,5.788945e+00
-6.906999e-02,5.145729e+00,5.788945e+00
-6.906719e-02,5.145729e+00,5.788945e+00
-6.906439e-02,5.145729e+00,5.788945e+00
-6.906159e-02,5.145729e+00,5.788945e+00
-6.905879e-02,5.145729e+00,5.788945e+00
-6.905599e-02,5.145729e+00,5.788945e+00
-6.905319e-02,5.017086e+00,5.788945e+00
-6.905039e-02,5.145729e+00,5.788945e+00
-6.904759e-02,5.145729e+00,5.660302e+00
-6.904479e-02,5.145729e+00,5.788945e+00
-6.904199e-02,5.145729e+00,5.788945e+00
-6.903919e-02,5.145729e+00,5.788945e+00
-6.903639e-02,5.017086e+00,5.788945e+00
-6.903359e-02,5.017086e+00,5.788945e+00
-6.903079e-02,5.017086e+00,5.788945e+00
-6.902799e-02,5.017086e+00,5.788945e+00
-6.902519e-02,5.145729e+00,5.788945e+00
-6.902239e-02,5.145729e+00,5.788945e+00
-6.901959e-02,5.145729e+00,5.788945e+00
-6.901679e-02,5.145729e+00,5.788945e+00
-6.901399e-02,5.145729e+00,5.788945e+00
-6.901119e-02,5.145729e+00,5.788945e+00
-6.900839e-02,5.017086e+00,5.788945e+00
-6.900559e-02,5.145729e+00,5.788945e+00
-6.900279e-02,5.017086e+00,5.788945e+00
-6.899999e-02,5.017086e+00,5.788945e+00
-6.899719e-02,5.017086e+00,5.788945e+00
-6.899439e-02,5.017086e+00,5.788945e+00
-6.899159e-02,5.017086e+00,5.788945e+00
-6.898879e-02,5.017086e+00,5.660302e+00
-6.898599e-02,5.017086e+00,5.788945e+00
-6.898319e-02,5.017086e+00,5.660302e+00
-6.898039e-02,5.145729e+00,5.788945e+00
-6.897759e-02,5.017086e+00,5.660302e+00
-6.897479e-02,5.145729e+00,5.788945e+00
-6.897199e-02,5.017086e+00,5.788945e+00
-6.896919e-02,5.017086e+00,5.788945e+00
-6.896639e-02,5.017086e+00,5.788945e+00
-6.896359e-02,5.017086e+00,5.788945e+00
-6.896079e-02,5.017086e+00,5.660302e+00
-6.895799e-02,5.017086e+00,5.788945e+00
-6.895519e-02,5.017086e+00,5.788945e+00
-6.895239e-02,5.017086e+00,5.788945e+00
-6.894959e-02,5.017086e+00,5.788945e+00
-6.894679e-02,5.017086e+00,5.788945e+00
-6.894399e-02,5.145729e+00,5.788945e+00
-6.894119e-02,5.017086e+00,5.788945e+00
-6.893839e-02,5.017086e+00,5.660302e+00
-6.893559e-02,5.017086e+00,5.788945e+00
-6.893279e-02,5.017086e+00,5.788945e+00
-6.892999e-02,5.145729e+00,5.660302e+00
-6.892719e-02,5.017086e+00,5.788945e+00
-6.892439e-02,5.017086e+00,5.788945e+00
-6.892159e-02,5.017086e+00,5.660302e+00
-6.891879e-02,5.017086e+00,5.788945e+00
-6.891599e-02,5.017086e+00,5.660302e+00
-6.891319e-02,5.017086e+00,5.660302e+00
-6.891039e-02,5.017086e+00,5.660302e+00
-6.890759e-02,5.017086e+00,5.660302e+00
-6.890479e-02,5.017086e+00,5.660302e+00
-6.890199e-02,5.017086e+00,5.660302e+00
-6.889919e-02,5.017086e+00,5.660302e+00
-6.889639e-02,5.017086e+00,5.660302e+00
-6.889359e-02,5.017086e+00,5.660302e+00
-6.889079e-02,5.017086e+00,5.660302e+00
-6.888799e-02,5.017086e+00,5.660302e+00
-6.888519e-02,5.017086e+00,5.660302e+00
-6.888239e-02,5.017086e+00,5.660302e+00
-6.887959e-02,5.017086e+00,5.660302e+00
-6.887679e-02,5.017086e+00,5.660302e+00
-6.887399e-02,5.017086e+00,5.660302e+00
-6.887119e-02,5.017086e+00,5.660302e+00
-6.886839e-02,5.017086e+00,5.660302e+00
-6.886559e-02,5.017086e+00,5.660302e+00
-6.886279e-02,5.017086e+00,5.660302e+00
-6.885999e-02,5.017086e+00,5.660302e+00
-6.885719e-02,5.017086e+00,5.660302e+00
-6.885439e-02,5.017086e+00,5.660302e+00
-6.885159e-02,5.017086e+00,5.660302e+00
-6.884879e-02,5.017086e+00,5.660302e+00
-6.884599e-02,5.017086e+00,5.660302e+00
-6.884319e-02,5.017086e+00,5.660302e+00
-6.884039e-02,5.017086e+00,5.660302e+00
-6.883759e-02,5.017086e+00,5.660302e+00
-6.883479e-02,5.017086e+00,5.660302e+00
-6.883199e-02,4.888443e+00,5.660302e+00
-6.882919e-02,5.017086e+00,5.660302e+00
-6.882639e-02,5.017086e+00,5.660302e+00
-6.882359e-02,5.017086e+00,5.660302e+00
-6.882079e-02,5.017086e+00,5.660302e+00
-6.881799e-02,5.017086e+00,5.660302e+00
-6.881519e-02,5.017086e+00,5.660302e+00
-6.881239e-02,5.017086e+00,5.660302e+00
-6.880959e-02,5.017086e+00,5.660302e+00
-6.880679e-02,5.017086e+00,5.660302e+00
-6.880399e-02,5.017086e+00,5.660302e+00
-6.880119e-02,5.017086e+00,5.660302e+00
-6.879839e-02,5.017086e+00,5.660302e+00
-6.879559e-02,5.017086e+00,5.660302e+00
-6.879279e-02,5.017086e+00,5.660302e+00
-6.878999e-02,5.017086e+00,5.660302e+00
-6.878719e-02,5.017086e+00,5.660302e+00
-6.878439e-02,5.017086e+00,5.660302e+00
-6.878159e-02,4.888443e+00,5.660302e+00
-6.877879e-02,5.017086e+00,5.660302e+00
-6.877599e-02,5.017086e+00,5.660302e+00
-6.877319e-02,5.017086e+00,5.660302e+00
-6.877039e-02,5.017086e+00,5.660302e+00
-6.876759e-02,5.017086e+00,5.660302e+00
-6.876479e-02,5.017086e+00,5.660302e+00
-6.876199e-02,5.017086e+00,5.660302e+00
-6.875919e-02,4.888443e+00,5.660302e+00
-6.875639e-02,5.017086e+00,5.660302e+00
-6.875359e-02,5.017086e+00,5.660302e+00
-6.875079e-02,4.888443e+00,5.660302e+00
-6.874799e-02,4.888443e+00,5.660302e+00
-6.874519e-02,5.017086e+00,5.531659e+00
-6.874239e-02,5.017086e+00,5.660302e+00
-6.873959e-02,5.017086e+00,5.660302e+00
-6.873679e-02,4.888443e+00,5.660302e+00
-6.873399e-02,5.017086e+00,5.660302e+00
-6.873119e-02,4.888443e+00,5.660302e+00
-6.872839e-02,4.888443e+00,5.660302e+00
-6.872559e-02,4.888443e+00,5.660302e+00
-6.872279e-02,4.888443e+00,5.660302e+00
-6.871999e-02,5.017086e+00,5.531659e+00
-6.871719e-02,4.888443e+00,5.660302e+00
-6.871439e-02,5.017086e+00,5.660302e+00
-6.871159e-02,4.888443e+00,5.660302e+00
-6.870879e-02,4.888443e+00,5.531659e+00
-6.870598e-02,4.888443e+00,5.660302e+00
-6.870318e-02,5.017086e+00,5.660302e+00
-6.870038e-02,5.017086e+00,5.660302e+00
-6.869758e-02,5.017086e+00,5.660302e+00
-6.869478e-02,5.017086e+00,5.660302e+00
-6.869198e-02,5.017086e+00,5.660302e+00
-6.868918e-02,4.888443e+00,5.660302e+00
-6.868638e-02,4.888443e+00,5.660302e+00
-6.868358e-02,5.017086e+00,5.660302e+00
-6.868078e-02,4.888443e+00,5.660302e+00
-6.867798e-02,4.888443e+00,5.660302e+00
-6.867518e-02,4.888443e+00,5.660302e+00
-6.867238e-02,4.888443e+00,5.660302e+00
-6.866958e-02,4.888443e+00,5.660302e+00
-6.866678e-02,4.888443e+00,5.660302e+00
-6.866398e-02,4.888443e+00,5.660302e+00
-6.866118e-02,4.888443e+00,5.531659e+00
-6.865838e-02,4.888443e+00,5.531659e+00
-6.865558e-02,4.888443e+00,5.660302e+00
-6.865278e-02,5.017086e+00,5.531659e+00
-6.864998e-02,4.888443e+00,5.531659e+00
-6.864718e-02,4.888443e+00,5.660302e+00
-6.864438e-02,4.888443e+00,5.660302e+00
-6.864158e-02,4.888443e+00,5.660302e+00
-6.863878e-02,5.017086e+00,5.660302e+00
-6.863598e-02,4.888443e+00,5.660302e+00
-6.863318e-02,4.888443e+00,5.660302e+00
-6.863038e-02,4.888443e+00,5.531659e+00
-6.862758e-02,4.888443e+00,5.531659e+00
-6.862478e-02,4.888443e+00,5.531659e+00
-6.862198e-02,4.888443e+00,5.531659e+00
-6.861918e-02,4.888443e+00,5.531659e+00
-6.861638e-02,4.888443e+00,5.660302e+00
-6.861358e-02,4.888443e+00,5.531659e+00
-6.861078e-02,4.888443e+00,5.531659e+00
-6.860798e-02,4.888443e+00,5.660302e+00
-6.860518e-02,4.888443e+00,5.531659e+00
-6.860238e-02,4.888443e+00,5.531659e+00
-6.859958e-02,4.888443e+00,5.531659e+00
-6.859678e-02,4.888443e+00,5.531659e+00
-6.859398e-02,4.888443e+00,5.531659e+00
-6.859118e-02,5.017086e+00,5.660302e+00
-6.858838e-02,4.888443e+00,5.531659e+00
-6.858558e-02,4.888443e+00,5.531659e+00
-6.858278e-02,4.888443e+00,5.531659e+00
-6.857998e-02,4.888443e+00,5.531659e+00
-6.857718e-02,4.888443e+00,5.531659e+00
-6.857438e-02,4.888443e+00,5.531659e+00
-6.857158e-02,4.888443e+00,5.531659e+00
-6.856878e-02,4.888443e+00,5.531659e+00
-6.856598e-02,4.888443e+00,5.531659e+00
-6.856318e-02,4.888443e+00,5.531659e+00
-6.856038e-02,4.888443e+00,5.531659e+00
-6.855758e-02,4.888443e+00,5.531659e+00
-6.855478e-02,4.888443e+00,5.531659e+00
-6.855198e-02,4.888443e+00,5.531659e+00
-6.854918e-02,4.888443e+00,5.531659e+00
-6.854638e-02,4.888443e+00,5.531659e+00
-6.854358e-02,4.888443e+00,5.531659e+00
-6.854078e-02,4.888443e+00,5.531659e+00
-6.853798e-02,4.888443e+00,5.531659e+00
-6.853518e-02,4.888443e+00,5.531659e+00
-6.853238e-02,4.888443e+00,5.531659e+00
-6.852958e-02,4.888443e+00,5.531659e+00
-6.852678e-02,4.888443e+00,5.531659e+00
-6.852398e-02,4.888443e+00,5.531659e+00
-6.852118e-02,4.888443e+00,5.660302e+00
-6.851838e-02,4.888443e+00,5.531659e+00
-6.851558e-02,4.888443e+00,5.531659e+00
-6.851278e-02,4.888443e+00,5.531659e+00
-6.850998e-02,4.888443e+00,5.531659e+00
-6.850718e-02,4.888443e+00,5.531659e+00
-6.850438e-02,4.888443e+00,5.531659e+00
-6.850158e-02,4.888443e+00,5.531659e+00
-6.849878e-02,4.888443e+00,5.531659e+00
-6.849598e-02,4.888443e+00,5.531659e+00
-6.849318e-02,4.888443e+00,5.531659e+00
-6.849038e-02,4.888443e+00,5.531659e+00
-6.848758e-02,4.888443e+00,5.531659e+00
-6.848478e-02,4.888443e+00,5.531659e+00
-6.848198e-02,4.888443e+00,5.531659e+00
-6.847918e-02,4.888443e+00,5.531659e+00
-6.847638e-02,4.888443e+00,5.531659e+00
-6.847358e-02,4.888443e+00,5.531659e+00
-6.847078e-02,4.888443e+00,5.531659e+00
-6.846798e-02,4.888443e+00,5.531659e+00
-6.846518e-02,4.759799e+00,5.531659e+00
-6.846238e-02,4.759799e+00,5.531659e+00
-6.845958e-02,4.888443e+00,5.531659e+00
-6.845678e-02,4.888443e+00,5.531659e+00
-6.845398e-02,4.888443e+00,5.531659e+00
-6.845118e-02,4.888443e+00,5.531659e+00
-6.844838e-02,4.759799e+00,5.531659e+00
-6.844558e-02,4.888443e+00,5.531659e+00
-6.844278e-02,4.888443e+00,5.531659e+00
-6.843998e-02,4.888443e+00,5.531659e+00
-6.843718e-02,4.759799e+00,5.531659e+00
-6.843438e-02,4.888443e+00,5.531659e+00
-6.843158e-02,4.888443e+00,5.403015e+00
-6.842878e-02,4.759799e+00,5.403015e+00
-6.842598e-02,4.759799e+00,5.531659e+00
-6.842318e-02,4.759799e+00,5.531659e+00
-6.842038e-02,4.759799e+00,5.531659e+00
-6.841758e-02,4.759799e+00,5.403015e+00
-6.841478e-02,4.759799e+00,5.531659e+00
-6.841198e-02,4.888443e+00,5.531659e+00
-6.840918e-02,4.759799e+00,5.531659e+00
-6.840638e-02,4.888443e+00,5.531659e+00
-6.840358e-02,4.759799e+00,5.531659e+00
-6.840078e-02,4.759799e+00,5.531659e+00
-6.839798e-02,4.759799e+00,5.403015e+00
-6.839518e-02,4.759799e+00,5.403015e+00
-6.839238e-02,4.888443e+00,5.531659e+00
-6.838958e-02,4.759799e+00,5.403015e+00
-6.838678e-02,4.759799e+00,5.531659e+00
-6.838398e-02,4.888443e+00,5.531659e+00
-6.838118e-02,4.888443e+00,5.531659e+00
-6.837838e-02,4.759799e+00,5.531659e+00
-6.837558e-02,4.759799e+00,5.531659e+00
-6.837278e-02,4.759799e+00,5.531659e+00
-6.836998e-02,4.759799e+00,5.531659e+00
-6.836718e-02,4.759799e+00,5.531659e+00
-6.836438e-02,4.759799e+00,5.403015e+00
-6.836158e-02,4.759799e+00,5.531659e+00
-6.835878e-02,4.759799e+00,5.531659e+00
-6.835598e-02,4.759799e+00,5.531659e+00
-6.835318e-02,4.759799e+00,5.531659e+00
-6.835038e-02,4.759799e+00,5.531659e+00
-6.834758e-02,4.759799e+00,5.403015e+00
-6.834478e-02,4.759799e+00,5.531659e+00
-6.834198e-02,4.759799e+00,5.531659e+00
-6.833918e-02,4.759799e+00,5.403015e+00
-6.833638e-02,4.759799e+00,5.531659e+00
-6.833358e-02,4.759799e+00,5.531659e+00
-6.833078e-02,4.759799e+00,5.531659e+00
-6.832798e-02,4.759799e+00,5.531659e+00
-6.832518e-02,4.759799e+00,5.403015e+00
-6.832238e-02,4.759799e+00,5.403015e+00
-6.831958e-02,4.759799e+00,5.403015e+00
